image_name,class_id,confidence_score,x_min,y_min,x_max,y_max,image_width,image_height
VAIPE_P_5_9.jpg,107,1,1693,18,2437,1201,4032,3024
VAIPE_P_22_9.jpg,73,1,927,1759,1315,2128,4000,3000
VAIPE_P_22_9.jpg,27,1,1303,2011,1863,2509,4000,3000
VAIPE_P_22_9.jpg,89,1,798,2042,1463,2608,4000,3000
VAIPE_P_22_9.jpg,2,1,127,2183,896,2884,4000,3000
VAIPE_P_22_9.jpg,73,1,527,2550,884,3011,4000,3000
VAIPE_P_22_9.jpg,2,1,761,2415,1232,3223,4000,3000
VAIPE_P_22_9.jpg,89,1,1112,2488,1854,2934,4000,3000
VAIPE_P_138_1.jpg,24,1,1075,2106,1783,2599,4032,3024
VAIPE_P_138_1.jpg,89,1,717,2016,1084,2643,4032,3024
VAIPE_P_49_16.jpg,10,1,1452,558,2345,1333,4032,3024
VAIPE_P_49_16.jpg,10,1,2165,961,2971,1767,4032,3024
VAIPE_P_49_16.jpg,104,1,1594,875,2568,1700,4032,3024
VAIPE_P_49_16.jpg,91,1,1290,1569,2059,2133,4032,3024
VAIPE_P_59_40.jpg,30,1,1181,3055,1587,3461,4128,3096
VAIPE_P_169_19.jpg,107,1,1813,1631,2395,2330,4032,3024
VAIPE_P_169_19.jpg,14,1,1544,2168,2046,2544,4032,3024
VAIPE_P_169_19.jpg,1,1,1383,1559,1956,2258,4032,3024
VAIPE_P_109_3.jpg,10,1,1036,1892,1557,2630,3024,4032
VAIPE_P_109_3.jpg,60,1,1179,1358,1787,1898,3024,4032
VAIPE_P_18_3.jpg,78,1,1065,1894,1511,2340,4624,3468
VAIPE_P_18_3.jpg,64,1,752,1025,1221,1488,4624,3468
VAIPE_P_18_3.jpg,64,1,1335,2933,1830,3438,4624,3468
VAIPE_P_122_3.jpg,107,1,264,1440,897,1780,1536,2048
VAIPE_P_122_3.jpg,107,1,711,901,935,1122,1536,2048
VAIPE_P_122_3.jpg,107,1,989,1178,1216,1474,1536,2048
VAIPE_P_122_3.jpg,107,1,100,1090,692,1427,1536,2048
VAIPE_P_96_18.jpg,107,1,1135,2829,1662,3331,4032,3024
VAIPE_P_96_18.jpg,107,1,1514,1693,2091,2592,4032,3024
VAIPE_P_96_18.jpg,107,1,1830,720,2556,2085,4032,3024
VAIPE_P_96_18.jpg,107,1,782,1911,1502,3183,4032,3024
VAIPE_P_165_2.jpg,92,1,1326,1362,1756,2070,4032,3024
VAIPE_P_165_2.jpg,45,1,1496,959,1765,1291,4032,3024
VAIPE_P_170_16.jpg,107,1,1371,1908,1927,2759,3024,4032
VAIPE_P_170_16.jpg,24,1,1219,2527,2007,3271,3024,4032
VAIPE_P_9_3.jpg,70,1,222,183,271,232,537,403
VAIPE_P_49_2.jpg,10,1,2221,825,2637,1786,4032,3024
VAIPE_P_49_2.jpg,10,1,1483,558,2426,1017,4032,3024
VAIPE_P_49_2.jpg,104,1,1191,856,2258,1346,4032,3024
VAIPE_P_49_2.jpg,91,1,1579,1389,2236,2009,4032,3024
VAIPE_P_86_5.jpg,2,1,610,2560,1176,3265,4000,3000
VAIPE_P_86_5.jpg,2,1,1516,2455,1871,3243,4000,3000
VAIPE_P_86_5.jpg,70,1,942,3218,1262,3569,4000,3000
VAIPE_P_86_5.jpg,91,1,1159,2702,1532,3410,4000,3000
VAIPE_P_86_5.jpg,43,1,1411,1574,1897,2434,4000,3000
VAIPE_P_86_5.jpg,43,1,808,977,1383,1825,4000,3000
VAIPE_P_36_12.jpg,4,1,358,1680,991,2350,3024,4032
VAIPE_P_22_16.jpg,2,1,829,1863,1611,2189,4000,3000
VAIPE_P_22_16.jpg,73,1,860,2214,1291,2509,4000,3000
VAIPE_P_22_16.jpg,73,1,1266,2171,1586,2540,4000,3000
VAIPE_P_22_16.jpg,89,1,773,2712,1475,3075,4000,3000
VAIPE_P_22_16.jpg,89,1,995,3017,1672,3325,4000,3000
VAIPE_P_22_16.jpg,27,1,1444,2624,1971,3074,4000,3000
VAIPE_P_22_16.jpg,2,1,1395,2181,1992,2771,4000,3000
VAIPE_P_154_7.jpg,43,1,670,1805,1303,2295,3024,4032
VAIPE_P_154_7.jpg,43,1,1762,2270,2196,2928,3024,4032
VAIPE_P_154_7.jpg,89,1,484,2177,993,2686,3024,4032
VAIPE_P_154_7.jpg,107,1,1228,1340,1563,1700,3024,4032
VAIPE_P_154_7.jpg,107,1,2165,2351,2475,2705,3024,4032
VAIPE_P_41_0.jpg,8,1,484,521,595,643,1280,960
VAIPE_P_41_0.jpg,64,1,543,577,640,682,1280,960
VAIPE_P_41_0.jpg,46,1,720,637,800,725,1280,960
VAIPE_P_41_0.jpg,64,1,583,489,694,600,1280,960
VAIPE_P_47_18.jpg,107,1,751,1803,1255,2118,1920,2560
VAIPE_P_47_18.jpg,107,1,869,1249,1393,1824,1920,2560
VAIPE_P_47_18.jpg,107,1,747,1165,1188,1645,1920,2560
VAIPE_P_47_18.jpg,107,1,921,791,1224,1118,1920,2560
VAIPE_P_47_18.jpg,107,1,850,401,1141,720,1920,2560
VAIPE_P_47_18.jpg,107,1,444,968,830,1366,1920,2560
VAIPE_P_19_10.jpg,107,1,352,2052,1593,2827,4032,3024
VAIPE_P_19_10.jpg,107,1,1456,992,2455,2089,4032,3024
VAIPE_P_160_2.jpg,7,1,1335,1819,1651,2154,3024,4032
VAIPE_P_160_2.jpg,7,1,1129,1568,1452,1917,3024,4032
VAIPE_P_164_21.jpg,107,1,844,2779,1564,3449,3024,4032
VAIPE_P_164_21.jpg,73,1,1861,1942,2277,2382,3024,4032
VAIPE_P_164_21.jpg,104,1,1737,1241,2736,2010,3024,4032
VAIPE_P_164_21.jpg,89,1,1359,837,2116,1401,3024,4032
VAIPE_P_164_21.jpg,107,1,1048,1216,1799,1942,3024,4032
VAIPE_P_164_21.jpg,73,1,856,2289,1296,2742,3024,4032
VAIPE_P_161_19.jpg,26,1,230,469,381,642,720,960
VAIPE_P_161_19.jpg,91,1,198,617,337,775,720,960
VAIPE_P_161_19.jpg,105,1,329,469,491,642,720,960
VAIPE_P_49_9.jpg,10,1,1650,769,2115,1668,4032,3024
VAIPE_P_49_9.jpg,104,1,1172,1005,1761,2022,4032,3024
VAIPE_P_49_9.jpg,10,1,806,1005,1389,1929,4032,3024
VAIPE_P_49_9.jpg,91,1,936,1966,1601,2637,4032,3024
VAIPE_P_15_4.jpg,54,1,1236,1675,1763,2140,3024,4032
VAIPE_P_15_4.jpg,37,1,1205,1458,1633,1706,3024,4032
VAIPE_P_67_5.jpg,26,1,930,1470,1507,2338,3024,4032
VAIPE_P_67_5.jpg,26,1,1365,1551,2140,2004,3024,4032
VAIPE_P_66_2.jpg,90,1,1169,1613,1861,2496,4128,3096
VAIPE_P_136_0.jpg,14,1,672,516,768,603,1280,960
VAIPE_P_17_7.jpg,107,1,1349,2147,1768,2604,4128,3096
VAIPE_P_17_7.jpg,107,1,1145,1988,1469,2318,4128,3096
VAIPE_P_17_7.jpg,107,1,1469,1365,2409,2299,4128,3096
VAIPE_P_17_7.jpg,107,1,1266,1219,1584,1956,4128,3096
VAIPE_P_17_7.jpg,107,1,999,1207,1336,1556,4128,3096
VAIPE_P_17_7.jpg,107,1,739,1727,1247,2508,4128,3096
VAIPE_P_27_0.jpg,79,1,847,2189,1222,2761,4000,3000
VAIPE_P_106_9.jpg,107,1,2378,1280,3102,1932,4032,3024
VAIPE_P_106_9.jpg,107,1,1787,1461,2318,2596,4032,3024
VAIPE_P_106_9.jpg,107,1,2076,519,2486,905,4032,3024
VAIPE_P_106_9.jpg,107,1,2692,278,3163,713,4032,3024
VAIPE_P_106_9.jpg,107,1,1280,386,1896,1147,4032,3024
VAIPE_P_168_13.jpg,107,1,1774,2087,2097,2440,4032,3024
VAIPE_P_168_13.jpg,107,1,1472,2147,1784,2490,4032,3024
VAIPE_P_168_13.jpg,23,1,1220,1945,1583,2288,4032,3024
VAIPE_P_98_2.jpg,34,1,1276,1265,1952,1885,3024,4032
VAIPE_P_167_2.jpg,92,1,1737,1569,2469,2034,4032,3024
VAIPE_P_17_5.jpg,7,1,896,2288,1228,2620,4000,3000
VAIPE_P_17_5.jpg,99,1,404,2472,847,3210,4000,3000
VAIPE_P_17_5.jpg,7,1,1013,2600,1308,2908,4000,3000
VAIPE_P_17_5.jpg,99,1,644,2863,1312,3478,4000,3000
VAIPE_P_61_7.jpg,54,1,1123,2090,1774,2797,3024,4032
VAIPE_P_73_9.jpg,57,1,1185,1365,1780,1954,3024,4032
VAIPE_P_36_18.jpg,4,1,1529,1724,2174,2406,4032,3024
VAIPE_P_140_0.jpg,99,1,1408,2370,1935,3214,4032,3024
VAIPE_P_140_0.jpg,99,1,924,2450,1395,3250,4032,3024
VAIPE_P_59_54.jpg,30,1,1213,2382,1581,2750,4128,3096
VAIPE_P_107_4.jpg,107,1,784,2219,1341,2694,4128,3096
VAIPE_P_107_4.jpg,107,1,1620,1765,1940,2013,4128,3096
VAIPE_P_107_4.jpg,107,1,1156,1847,1662,2384,4128,3096
VAIPE_P_107_4.jpg,107,1,1042,1589,1682,1950,4128,3096
VAIPE_P_107_4.jpg,107,1,826,1280,1239,1528,4128,3096
VAIPE_P_126_2.jpg,10,1,160,171,216,253,302,403
VAIPE_P_126_2.jpg,10,1,91,200,132,287,302,403
VAIPE_P_162_5.jpg,64,1,222,690,319,795,720,960
VAIPE_P_162_5.jpg,64,1,242,459,339,554,720,960
VAIPE_P_162_5.jpg,64,1,450,563,558,671,720,960
VAIPE_P_162_5.jpg,78,1,347,476,439,571,720,960
VAIPE_P_162_5.jpg,64,1,309,673,406,782,720,960
VAIPE_P_162_5.jpg,90,1,294,566,445,675,720,960
VAIPE_P_162_5.jpg,78,1,185,588,265,672,720,960
VAIPE_P_162_5.jpg,22,1,378,641,456,718,720,960
VAIPE_P_155_22.jpg,43,1,1055,2221,1477,2916,3024,4032
VAIPE_P_155_22.jpg,89,1,1352,1973,1817,2525,3024,4032
VAIPE_P_155_22.jpg,107,1,1625,1594,2041,2022,3024,4032
VAIPE_P_155_22.jpg,43,1,918,1793,1631,2264,3024,4032
VAIPE_P_30_7.jpg,64,1,1629,1648,1881,1906,4000,3000
VAIPE_P_30_7.jpg,64,1,1629,1863,1881,2109,4000,3000
VAIPE_P_30_7.jpg,103,1,1413,1999,1782,2245,4000,3000
VAIPE_P_154_21.jpg,43,1,900,2928,1775,3313,3024,4032
VAIPE_P_154_21.jpg,43,1,1694,2152,2569,2735,3024,4032
VAIPE_P_154_21.jpg,89,1,434,1625,1147,2202,3024,4032
VAIPE_P_154_21.jpg,107,1,1383,1421,1792,1868,3024,4032
VAIPE_P_154_21.jpg,107,1,1818,2630,2302,2971,3024,4032
VAIPE_P_157_9.jpg,107,1,928,2356,1350,2771,3024,4032
VAIPE_P_157_9.jpg,26,1,959,1860,1443,2474,3024,4032
VAIPE_P_157_9.jpg,52,1,624,1847,996,2709,3024,4032
VAIPE_P_107_0.jpg,89,1,893,2686,1526,3313,3024,4032
VAIPE_P_107_0.jpg,51,1,1576,2016,1985,2401,3024,4032
VAIPE_P_107_0.jpg,51,1,1501,1582,1941,1979,3024,4032
VAIPE_P_107_0.jpg,61,1,1067,2022,1780,2667,3024,4032
VAIPE_P_107_0.jpg,61,1,887,2277,1619,2953,3024,4032
VAIPE_P_107_0.jpg,89,1,502,1675,1265,2053,3024,4032
VAIPE_P_37_4.jpg,107,1,1387,2699,1877,3207,3120,4160
VAIPE_P_37_4.jpg,107,1,943,1590,1803,2588,3120,4160
VAIPE_P_37_4.jpg,107,1,2015,1904,3060,2477,3120,4160
VAIPE_P_37_4.jpg,107,1,0,2219,1072,2977,3120,4160
VAIPE_P_158_9.jpg,43,1,968,2909,1582,3201,3024,4032
VAIPE_P_158_9.jpg,43,1,1396,1805,1694,2444,3024,4032
VAIPE_P_158_9.jpg,89,1,875,2425,1278,2921,3024,4032
VAIPE_P_158_9.jpg,89,1,1036,1793,1526,2215,3024,4032
VAIPE_P_158_9.jpg,7,1,1898,1321,2140,1563,3024,4032
VAIPE_P_158_9.jpg,7,1,1960,2208,2196,2462,3024,4032
VAIPE_P_158_9.jpg,107,1,1706,2314,2004,2537,3024,4032
VAIPE_P_109_6.jpg,107,1,2169,1594,2554,1952,4032,3024
VAIPE_P_109_6.jpg,107,1,2133,1200,2518,1567,4032,3024
VAIPE_P_109_6.jpg,107,1,1882,1236,2177,1630,4032,3024
VAIPE_P_109_6.jpg,107,1,1623,1549,2088,1800,4032,3024
VAIPE_P_109_6.jpg,107,1,1444,1307,1784,1647,4032,3024
VAIPE_P_5_3.jpg,58,1,1129,2010,1849,2444,3024,4032
VAIPE_P_159_18.jpg,91,1,1371,1865,1663,2339,3024,4032
VAIPE_P_159_18.jpg,29,1,1290,2621,1648,2813,3024,4032
VAIPE_P_159_18.jpg,107,1,1129,2742,1381,2984,3024,4032
VAIPE_P_159_18.jpg,107,1,1099,1623,1371,2107,3024,4032
VAIPE_P_95_1.jpg,92,1,374,313,482,486,1280,960
VAIPE_P_95_1.jpg,45,1,681,486,762,567,1280,960
VAIPE_P_158_20.jpg,43,1,1439,1799,2239,2184,3024,4032
VAIPE_P_158_20.jpg,43,1,1216,2456,1545,3213,3024,4032
VAIPE_P_158_20.jpg,89,1,887,2394,1284,3045,3024,4032
VAIPE_P_158_20.jpg,89,1,199,2444,739,3064,3024,4032
VAIPE_P_158_20.jpg,7,1,1185,1346,1464,1644,3024,4032
VAIPE_P_158_20.jpg,7,1,1464,1520,1727,1818,3024,4032
VAIPE_P_158_20.jpg,107,1,1253,1625,1520,2022,3024,4032
VAIPE_P_6_1.jpg,89,1,1541,1837,2288,2257,4624,3468
VAIPE_P_6_1.jpg,89,1,1271,2228,1826,2983,4624,3468
VAIPE_P_6_1.jpg,61,1,695,1993,1456,2627,4624,3468
VAIPE_P_6_1.jpg,61,1,958,2670,1605,3460,4624,3468
VAIPE_P_169_17.jpg,14,1,1759,1667,2117,2214,4032,3024
VAIPE_P_169_17.jpg,1,1,863,1631,1374,2366,4032,3024
VAIPE_P_169_17.jpg,107,1,1222,878,1903,1326,4032,3024
VAIPE_P_29_3.jpg,64,1,832,2744,1308,3227,4128,3096
VAIPE_P_29_3.jpg,64,1,1219,1823,1632,2274,4128,3096
VAIPE_P_96_9.jpg,51,1,718,1630,1196,2089,3024,4032
VAIPE_P_96_9.jpg,51,1,1518,2157,1971,2641,3024,4032
VAIPE_P_96_9.jpg,65,1,1046,2082,1493,2517,3024,4032
VAIPE_P_59_34.jpg,30,1,1334,2604,1669,2944,4128,3096
VAIPE_P_160_6.jpg,107,1,1007,1658,1401,2106,3024,4032
VAIPE_P_160_6.jpg,107,1,487,1926,854,2365,3024,4032
VAIPE_P_162_21.jpg,22,1,2500,1300,2812,1612,4032,3024
VAIPE_P_162_21.jpg,107,1,1693,1814,2056,2540,4032,3024
VAIPE_P_162_21.jpg,107,1,1129,2248,1895,2732,4032,3024
VAIPE_P_162_21.jpg,64,1,1411,1794,1784,2167,4032,3024
VAIPE_P_162_21.jpg,64,1,1068,1935,1673,2358,4032,3024
VAIPE_P_162_21.jpg,64,1,464,2429,918,2883,4032,3024
VAIPE_P_162_21.jpg,64,1,1200,1562,1603,1965,4032,3024
VAIPE_P_162_21.jpg,64,1,675,1331,1088,1714,4032,3024
VAIPE_P_70_2.jpg,107,1,756,1764,1976,2953,4032,3024
VAIPE_P_70_2.jpg,107,1,282,2782,695,3195,4032,3024
VAIPE_P_70_2.jpg,107,1,716,2772,1079,3145,4032,3024
VAIPE_P_70_2.jpg,107,1,816,3004,1209,3337,4032,3024
VAIPE_P_70_2.jpg,107,1,1008,2812,1956,3639,4032,3024
VAIPE_P_70_2.jpg,107,1,1804,1552,2187,1915,4032,3024
VAIPE_P_159_7.jpg,91,1,273,576,397,661,720,960
VAIPE_P_159_7.jpg,26,1,218,491,350,617,720,960
VAIPE_P_159_7.jpg,84,1,292,422,360,492,720,960
VAIPE_P_159_7.jpg,29,1,390,559,473,640,720,960
VAIPE_P_22_10.jpg,2,1,1155,1587,1690,2331,4000,3000
VAIPE_P_22_10.jpg,89,1,866,1943,1512,2607,4000,3000
VAIPE_P_22_10.jpg,27,1,1592,1740,2023,2417,4000,3000
VAIPE_P_22_10.jpg,2,1,1838,1879,2367,2651,4000,3000
VAIPE_P_22_10.jpg,89,1,1420,2341,2198,2944,4000,3000
VAIPE_P_150_0.jpg,19,1,730,1978,1344,3026,4032,3024
VAIPE_P_150_0.jpg,2,1,1356,2151,2113,2895,4032,3024
VAIPE_P_150_0.jpg,19,1,966,1513,1524,2443,4032,3024
VAIPE_P_150_0.jpg,2,1,1530,1475,2057,2275,4032,3024
VAIPE_P_43_0.jpg,46,1,372,555,432,606,960,1280
VAIPE_P_43_0.jpg,64,1,559,560,641,642,960,1280
VAIPE_P_43_0.jpg,64,1,358,742,460,825,960,1280
VAIPE_P_103_2.jpg,30,1,2572,1384,2870,1670,4128,3096
VAIPE_P_103_2.jpg,91,1,2578,1010,3277,1537,4128,3096
VAIPE_P_103_2.jpg,91,1,2078,1529,2629,2140,4128,3096
VAIPE_P_98_11.jpg,34,1,1127,2151,2020,2802,3024,4032
VAIPE_P_162_19.jpg,64,1,1693,1845,2036,2218,4032,3024
VAIPE_P_162_19.jpg,64,1,1018,2853,1451,3276,4032,3024
VAIPE_P_162_19.jpg,64,1,1189,2439,1592,2822,4032,3024
VAIPE_P_162_19.jpg,90,1,1462,1845,1825,2591,4032,3024
VAIPE_P_162_19.jpg,107,1,1179,1855,1491,2147,4032,3024
VAIPE_P_162_19.jpg,107,1,806,2167,1421,2802,4032,3024
VAIPE_P_162_19.jpg,64,1,1270,1492,1633,1865,4032,3024
VAIPE_P_162_19.jpg,90,1,1603,1220,1966,1795,4032,3024
VAIPE_P_8_2.jpg,56,1,1259,1762,1910,2165,3024,4032
VAIPE_P_115_0.jpg,43,1,2890,1219,3537,1892,4128,3096
VAIPE_P_115_0.jpg,91,1,2706,1467,3189,2036,4128,3096
VAIPE_P_115_0.jpg,91,1,2337,1175,2863,1638,4128,3096
