image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_P_145_1.jpg,107,0.44751,2029,1258,2350,1571
VAIPE_P_145_1.jpg,107,0.44385,880,887,1380,1556
VAIPE_P_145_0.jpg,107,0.4751,2735,1174,3231,2005
VAIPE_P_145_0.jpg,107,0.46582,2438,1149,2938,2009
VAIPE_P_145_0.jpg,107,0.46558,1994,1194,2515,1885
VAIPE_P_145_0.jpg,107,0.45459,1402,1649,2142,2117
VAIPE_P_145_0.jpg,107,0.44385,1316,1267,1639,1613
VAIPE_P_145_0.jpg,107,0.4436,1684,1165,1991,1508
VAIPE_P_36_1.jpg,107,0.44922,1801,895,2444,1516
VAIPE_P_36_10.jpg,107,0.41431,1084,1505,1663,2074
VAIPE_P_36_11.jpg,107,0.4209,1611,1170,2117,1686
VAIPE_P_36_13.jpg,107,0.41162,2885,994,3633,1685
VAIPE_P_36_14.jpg,107,0.41162,1708,686,2276,1255
VAIPE_P_36_15.jpg,107,0.41382,1518,1154,2218,1855
VAIPE_P_36_17.jpg,107,0.41699,1753,808,2417,1468
VAIPE_P_32_32.jpg,107,0.42773,1640,966,1926,1493
VAIPE_P_36_18.jpg,107,0.42236,1554,1762,2180,2407
VAIPE_P_32_30.jpg,107,0.3938,2432,1891,2831,2612
VAIPE_P_32_23.jpg,107,0.43726,2117,1567,2860,1932
VAIPE_P_1_1.jpg,107,0.43311,1994,313,2570,1441
VAIPE_P_1_1.jpg,107,0.42822,2400,1779,3396,2404
VAIPE_P_1_1.jpg,107,0.41211,1287,1661,1766,2163
VAIPE_P_1_1.jpg,107,0.40723,2873,966,3465,1617
VAIPE_P_1_1.jpg,107,0.40112,1113,758,1667,1342
VAIPE_P_1_1.jpg,107,0.40112,1842,2394,2297,2873
VAIPE_P_153_4.jpg,107,0.46143,355,241,613,381
VAIPE_P_153_4.jpg,107,0.45996,256,212,374,479
VAIPE_P_153_4.jpg,107,0.4314,388,210,472,289
VAIPE_P_153_3.jpg,107,0.44971,719,270,830,478
VAIPE_P_153_3.jpg,107,0.43066,410,261,508,473
VAIPE_P_153_3.jpg,107,0.42236,613,346,683,416
VAIPE_P_20_2.jpg,107,0.44238,1919,2098,2659,2862
VAIPE_P_20_2.jpg,107,0.43848,1930,1332,3072,1895
VAIPE_P_20_2.jpg,107,0.42358,1024,823,1513,1363
VAIPE_P_20_2.jpg,107,0.42139,1917,153,2833,908
VAIPE_P_20_2.jpg,107,0.40674,1285,1974,1741,2465
VAIPE_P_20_3.jpg,107,0.47803,1067,1747,2222,2524
VAIPE_P_20_3.jpg,107,0.47046,2539,942,3312,1704
VAIPE_P_20_3.jpg,107,0.4624,785,523,1426,1542
VAIPE_P_20_3.jpg,107,0.46069,1690,576,2295,1196
VAIPE_P_23_18.jpg,107,0.43726,259,327,1573,1483
VAIPE_P_23_18.jpg,107,0.42407,2110,1037,2652,1657
VAIPE_P_23_18.jpg,107,0.42407,1092,1853,1674,2491
VAIPE_P_23_18.jpg,107,0.41919,2482,1840,3251,2646
VAIPE_P_23_18.jpg,107,0.41699,2845,472,3715,1380
VAIPE_P_23_20.jpg,107,0.46826,2365,1157,3629,2389
VAIPE_P_23_20.jpg,107,0.46118,1352,14,2591,1205
VAIPE_P_23_20.jpg,107,0.45386,1221,1604,2234,2234
VAIPE_P_23_20.jpg,107,0.4353,1884,1314,2298,1718
VAIPE_P_23_20.jpg,107,0.4353,2105,2023,2539,2466
VAIPE_P_23_20.jpg,107,0.43262,2165,1091,2578,1502
VAIPE_P_24_1.jpg,107,0.43579,1794,1514,2942,2674
VAIPE_P_24_1.jpg,107,0.427,809,899,1789,1905
VAIPE_P_24_1.jpg,107,0.42407,1434,13,2247,829
VAIPE_P_24_1.jpg,107,0.41211,534,2014,1269,2769
VAIPE_P_25_1.jpg,107,0.45898,2587,357,3616,1346
VAIPE_P_25_1.jpg,107,0.42236,1457,1936,2417,2881
VAIPE_P_25_1.jpg,107,0.41602,1064,576,1818,1263
VAIPE_P_25_1.jpg,107,0.40479,1890,1283,3041,2110
VAIPE_P_26_1.jpg,107,0.44189,1718,301,2494,1675
VAIPE_P_26_1.jpg,107,0.42456,783,717,1552,1614
VAIPE_P_26_1.jpg,107,0.41333,545,1687,1076,2245
VAIPE_P_26_1.jpg,107,0.37378,1442,1861,2288,3036
VAIPE_P_26_2.jpg,107,0.43408,3196,1281,3952,2031
VAIPE_P_26_2.jpg,107,0.41333,2115,101,3081,984
VAIPE_P_26_2.jpg,107,0.40674,1350,1070,2024,1761
VAIPE_P_26_2.jpg,107,0.37158,1640,1805,2516,2722
VAIPE_P_27_1.jpg,107,0.46484,1597,1516,2630,2357
VAIPE_P_27_1.jpg,107,0.4585,2082,937,3096,1627
VAIPE_P_27_1.jpg,107,0.45093,592,1806,1618,2405
VAIPE_P_27_1.jpg,107,0.44385,1861,70,2598,785
VAIPE_P_27_1.jpg,107,0.44116,1318,470,1901,1080
VAIPE_P_27_1.jpg,107,0.43408,675,818,1187,1344
VAIPE_P_28_0.jpg,107,0.45898,2017,1502,2748,1867
VAIPE_P_28_0.jpg,107,0.45679,1750,1820,2438,2406
VAIPE_P_28_0.jpg,107,0.44995,2453,663,3193,1292
VAIPE_P_28_0.jpg,107,0.42407,1261,975,1697,1341
VAIPE_P_2_1.jpg,107,0.45142,1000,295,1953,1139
VAIPE_P_2_1.jpg,107,0.44556,875,1281,1637,2052
VAIPE_P_2_1.jpg,107,0.44067,2604,1684,3507,2209
VAIPE_P_2_1.jpg,107,0.43164,1759,1984,2331,2602
VAIPE_P_2_1.jpg,107,0.42969,2140,606,2686,1193
VAIPE_P_31_3.jpg,107,0.45264,628,500,833,624
VAIPE_P_31_3.jpg,107,0.44702,850,483,1035,668
VAIPE_P_31_3.jpg,107,0.44531,540,184,764,436
VAIPE_P_31_3.jpg,107,0.4436,656,608,837,787
VAIPE_P_31_3.jpg,107,0.44189,649,339,827,510
VAIPE_P_32_17.jpg,107,0.45703,2117,1095,2638,1752
VAIPE_P_32_18.jpg,107,0.45264,2751,1106,3356,2061
VAIPE_P_32_24.jpg,107,0.43164,2142,1202,2436,1702
VAIPE_P_32_24.jpg,107,0.00156,2575,0,3116,134
VAIPE_P_36_19.jpg,107,0.41382,1059,952,1689,1580
VAIPE_P_36_2.jpg,107,0.42188,1952,1659,2583,2308
VAIPE_P_36_3.jpg,107,0.42456,1531,1253,2174,1885
VAIPE_P_41_9.jpg,107,0.45093,2580,509,3391,1488
VAIPE_P_41_9.jpg,107,0.44482,1508,232,2091,1129
VAIPE_P_41_9.jpg,107,0.43359,1980,2019,2513,3007
VAIPE_P_41_9.jpg,107,0.41919,1604,1210,2154,1678
VAIPE_P_41_9.jpg,107,0.41089,1274,2150,1664,2552
VAIPE_P_41_9.jpg,107,0.3811,580,1327,1143,1873
VAIPE_P_42_2.jpg,107,0.45435,1642,512,2157,1374
VAIPE_P_42_2.jpg,107,0.44067,1516,1816,1978,2812
VAIPE_P_42_2.jpg,107,0.43872,888,1507,1487,2082
VAIPE_P_42_2.jpg,107,0.4292,2096,1673,2822,2188
VAIPE_P_42_2.jpg,107,0.42505,2480,1033,3097,1617
VAIPE_P_44_0.jpg,107,0.448,796,427,905,556
VAIPE_P_44_0.jpg,107,0.44482,640,545,734,661
VAIPE_P_44_0.jpg,107,0.42285,589,443,652,511
VAIPE_P_44_2.jpg,107,0.44995,312,213,486,390
VAIPE_P_44_2.jpg,107,0.44849,477,208,648,382
VAIPE_P_44_2.jpg,107,0.4436,628,421,733,528
VAIPE_P_44_3.jpg,107,0.41504,747,639,831,731
VAIPE_P_44_3.jpg,107,0.41089,521,463,643,608
VAIPE_P_44_3.jpg,107,0.13391,779,601,842,651
VAIPE_P_45_3.jpg,107,0.45312,1273,354,2144,1058
VAIPE_P_45_3.jpg,107,0.44556,2388,555,2715,1028
VAIPE_P_45_3.jpg,107,0.44556,2871,1566,3291,1981
VAIPE_P_45_3.jpg,107,0.44531,3001,939,3408,1339
VAIPE_P_45_3.jpg,107,0.44116,1573,2224,2220,2900
VAIPE_P_45_3.jpg,107,0.43164,1824,1257,2297,1555
VAIPE_P_46_1.jpg,107,0.44238,1545,2011,2596,2625
VAIPE_P_46_1.jpg,107,0.44189,1235,857,1875,1835
VAIPE_P_46_1.jpg,107,0.41968,1753,31,2627,953
VAIPE_P_46_1.jpg,107,0.41162,2245,662,3236,1667
VAIPE_P_47_19.jpg,107,0.46875,617,1982,1718,2596
VAIPE_P_47_19.jpg,107,0.46021,2021,1283,2457,1728
VAIPE_P_47_19.jpg,107,0.45728,2841,1194,3669,1723
VAIPE_P_47_19.jpg,107,0.4563,2035,2115,2480,2577
VAIPE_P_47_19.jpg,107,0.44922,1256,742,1640,1150
VAIPE_P_47_19.jpg,107,0.44556,1941,354,2333,782
VAIPE_P_48_1.jpg,107,0.45972,2749,891,3685,1857
VAIPE_P_48_1.jpg,107,0.45361,2005,1871,2795,2820
VAIPE_P_48_1.jpg,107,0.43628,525,1339,1585,2084
VAIPE_P_48_1.jpg,107,0.42188,1483,510,2209,1316
VAIPE_P_49_0.jpg,107,0.46387,1354,1057,2094,1652
VAIPE_P_49_0.jpg,107,0.45996,1521,1260,2272,2026
VAIPE_P_49_0.jpg,107,0.45972,1231,781,2056,1241
VAIPE_P_49_0.jpg,107,0.45312,715,703,1351,1260
VAIPE_P_49_0.jpg,107,0.00289,2665,2766,3307,3024
VAIPE_P_49_1.jpg,107,0.46997,1414,1063,1912,1630
VAIPE_P_49_1.jpg,107,0.46899,1552,1258,2159,1793
VAIPE_P_49_1.jpg,107,0.46216,2138,1094,2415,1735
VAIPE_P_49_1.jpg,107,0.46191,1881,1703,2152,2230
VAIPE_P_49_10.jpg,107,0.4707,1939,975,2585,1847
VAIPE_P_49_10.jpg,107,0.46143,1436,1526,2197,1988
VAIPE_P_49_10.jpg,107,0.4585,1197,1023,2083,1611
VAIPE_P_49_10.jpg,107,0.44946,1138,611,2234,1051
VAIPE_P_49_11.jpg,107,0.4668,742,824,1652,1358
VAIPE_P_49_11.jpg,107,0.4646,1403,1208,1993,1894
VAIPE_P_49_11.jpg,107,0.45532,832,459,1875,1071
VAIPE_P_49_11.jpg,107,0.45288,2075,599,2659,1487
VAIPE_P_49_11.jpg,107,0.00306,1282,2146,1616,2453
VAIPE_P_49_11.jpg,107,0.00168,2757,1266,3072,1577
VAIPE_P_49_11.jpg,107,0.00134,833,349,1246,883
VAIPE_P_49_12.jpg,107,0.46362,1911,1385,2688,1981
VAIPE_P_49_12.jpg,107,0.46191,1937,813,2892,1413
VAIPE_P_49_12.jpg,107,0.45972,1573,642,2438,1192
VAIPE_P_49_12.jpg,107,0.44312,2300,1270,2955,1793
VAIPE_P_49_13.jpg,107,0.47241,1001,1548,1746,1993
VAIPE_P_49_13.jpg,107,0.46216,1491,1052,2186,1504
VAIPE_P_49_13.jpg,107,0.45728,800,1282,1638,1769
VAIPE_P_49_13.jpg,107,0.44727,2163,1095,2600,1656
VAIPE_P_49_14.jpg,107,0.46729,1126,927,1865,1906
VAIPE_P_49_14.jpg,107,0.45459,1973,1120,2692,2063
VAIPE_P_49_14.jpg,107,0.45264,1413,1156,2220,2230
VAIPE_P_49_14.jpg,107,0.45215,1699,2007,2547,2575
VAIPE_P_49_15.jpg,107,0.46973,1260,1326,2222,2044
VAIPE_P_49_15.jpg,107,0.4668,1475,1640,2381,2463
VAIPE_P_49_15.jpg,107,0.46411,1408,424,2411,1389
VAIPE_P_49_15.jpg,107,0.46118,1056,1089,1909,1700
VAIPE_P_136_0.jpg,107,0.29932,671,510,770,604
VAIPE_P_41_8.jpg,107,0.43018,387,385,508,507
VAIPE_P_41_8.jpg,107,0.40186,224,218,342,332
VAIPE_P_41_8.jpg,107,0.39258,548,412,626,496
VAIPE_P_41_8.jpg,107,0.36279,158,335,249,493
VAIPE_P_41_7.jpg,107,0.43848,366,361,502,491
VAIPE_P_41_7.jpg,107,0.42969,448,517,576,669
VAIPE_P_41_7.jpg,107,0.41602,146,179,284,314
VAIPE_P_41_7.jpg,107,0.40601,560,371,651,461
VAIPE_P_41_3.jpg,107,0.45361,574,259,717,408
VAIPE_P_41_3.jpg,107,0.45312,456,199,650,349
VAIPE_P_41_3.jpg,107,0.44678,624,431,753,575
VAIPE_P_41_3.jpg,107,0.42188,348,291,468,409
VAIPE_P_36_4.jpg,107,0.42554,1686,1606,2339,2251
VAIPE_P_36_4.jpg,107,0.00128,723,0,1400,188
VAIPE_P_36_5.jpg,107,0.38037,1784,960,2426,1655
VAIPE_P_36_6.jpg,107,0.41504,1277,1208,1858,1783
VAIPE_P_36_9.jpg,107,0.41968,1563,1425,2132,1988
VAIPE_P_37_3.jpg,107,0.45923,2702,1873,3022,2206
VAIPE_P_37_3.jpg,107,0.45898,1250,1103,1766,1603
VAIPE_P_37_3.jpg,107,0.45898,2029,2181,2431,2587
VAIPE_P_37_3.jpg,107,0.4563,2030,1679,2537,1939
VAIPE_P_37_3.jpg,107,0.45068,2334,926,2832,1392
VAIPE_P_37_3.jpg,107,0.44312,3276,1169,3744,1899
VAIPE_P_38_0.jpg,107,0.47314,193,246,323,414
VAIPE_P_38_0.jpg,107,0.4646,182,157,310,316
VAIPE_P_38_0.jpg,107,0.44727,345,144,411,274
VAIPE_P_38_0.jpg,107,0.43677,348,339,424,432
VAIPE_P_38_0.jpg,107,0.41211,285,314,366,398
VAIPE_P_38_1.jpg,107,0.46729,221,382,311,455
VAIPE_P_38_1.jpg,107,0.46191,250,156,311,273
VAIPE_P_38_1.jpg,107,0.46094,313,273,382,388
VAIPE_P_38_1.jpg,107,0.45874,287,42,342,97
VAIPE_P_38_1.jpg,107,0.45605,385,251,440,306
VAIPE_P_38_2.jpg,107,0.4563,244,148,396,271
VAIPE_P_38_2.jpg,107,0.4563,69,223,190,412
VAIPE_P_38_2.jpg,107,0.45215,246,269,335,353
VAIPE_P_38_2.jpg,107,0.448,275,106,394,200
VAIPE_P_38_2.jpg,107,0.43848,183,311,271,403
VAIPE_P_1_0.jpg,107,0.42407,2410,945,3044,1859
VAIPE_P_38_3.jpg,107,0.46118,260,314,363,382
VAIPE_P_38_3.jpg,107,0.46118,197,394,281,461
VAIPE_P_38_3.jpg,107,0.45435,410,126,455,231
VAIPE_P_38_3.jpg,107,0.45068,195,215,248,267
VAIPE_P_38_3.jpg,107,0.44751,263,82,314,133
VAIPE_P_38_5.jpg,107,0.46631,424,136,512,223
VAIPE_P_38_5.jpg,107,0.46216,243,84,288,194
VAIPE_P_38_5.jpg,107,0.45605,355,301,430,374
VAIPE_P_38_5.jpg,107,0.44189,374,202,427,254
VAIPE_P_38_5.jpg,107,0.43066,177,363,233,420
VAIPE_P_38_6.jpg,107,0.46338,264,409,341,540
VAIPE_P_38_6.jpg,107,0.46313,194,274,264,407
VAIPE_P_38_6.jpg,107,0.45361,347,384,409,447
VAIPE_P_38_6.jpg,107,0.45068,239,140,303,204
VAIPE_P_38_6.jpg,107,0.44263,389,90,469,190
VAIPE_P_38_7.jpg,107,0.45972,398,107,446,217
VAIPE_P_38_7.jpg,107,0.45776,177,389,264,460
VAIPE_P_38_7.jpg,107,0.45728,266,283,333,394
VAIPE_P_38_7.jpg,107,0.44727,336,262,390,316
VAIPE_P_38_7.jpg,107,0.44482,243,64,296,117
VAIPE_P_38_8.jpg,107,0.43945,1756,141,2776,1051
VAIPE_P_38_8.jpg,107,0.4353,1802,1213,2730,1899
VAIPE_P_38_8.jpg,107,0.4126,783,923,1485,1620
VAIPE_P_38_8.jpg,107,0.37817,1432,2180,2203,2890
VAIPE_P_3_7.jpg,107,0.45776,1286,1488,2245,2688
VAIPE_P_3_7.jpg,107,0.44238,374,777,1182,1609
VAIPE_P_3_7.jpg,107,0.43726,2129,1511,3003,2470
VAIPE_P_3_7.jpg,107,0.43213,1652,590,2333,1359
VAIPE_P_41_0.jpg,107,0.44995,544,578,643,680
VAIPE_P_41_0.jpg,107,0.44238,586,492,688,597
VAIPE_P_41_0.jpg,107,0.42822,486,522,593,643
VAIPE_P_41_0.jpg,107,0.42554,721,648,792,723
VAIPE_P_41_10.jpg,107,0.45142,1674,2054,2526,2814
VAIPE_P_41_10.jpg,107,0.44653,2121,1323,2961,1863
VAIPE_P_41_10.jpg,107,0.44385,1765,522,2115,902
VAIPE_P_41_10.jpg,107,0.44385,826,650,1482,1286
VAIPE_P_41_10.jpg,107,0.44312,2776,463,3163,862
VAIPE_P_41_2.jpg,107,0.43945,682,449,806,575
VAIPE_P_41_2.jpg,107,0.37158,638,232,726,322
VAIPE_P_41_2.jpg,107,0.31323,293,211,416,332
VAIPE_P_38_4.jpg,107,0.46021,394,169,440,275
VAIPE_P_38_4.jpg,107,0.45703,275,223,346,302
VAIPE_P_38_4.jpg,107,0.45703,237,364,344,435
VAIPE_P_38_4.jpg,107,0.44678,243,123,296,175
VAIPE_P_38_4.jpg,107,0.43359,171,255,229,315
VAIPE_P_49_16.jpg,107,0.45532,2159,965,3003,1763
VAIPE_P_49_16.jpg,107,0.45093,1441,544,2333,1335
VAIPE_P_49_16.jpg,107,0.43579,1600,867,2575,1720
VAIPE_P_49_16.jpg,107,0.40967,1275,1575,2090,2150
VAIPE_P_19_9.jpg,107,0.45679,2759,1001,3721,1577
VAIPE_P_19_9.jpg,107,0.44116,1883,1476,2510,2820
VAIPE_P_19_9.jpg,107,0.43994,1917,235,2526,869
VAIPE_P_19_9.jpg,107,0.43262,858,257,1349,749
VAIPE_P_18_9.jpg,107,0.44556,1927,374,2444,963
VAIPE_P_18_9.jpg,107,0.44531,2035,922,2476,1489
VAIPE_P_18_9.jpg,107,0.43994,1903,1646,2365,2243
VAIPE_P_18_9.jpg,107,0.43945,1531,1186,2020,1707
VAIPE_P_18_9.jpg,107,0.43872,1457,2295,2058,2942
VAIPE_P_18_9.jpg,107,0.43359,2528,1375,2948,2094
VAIPE_P_165_5.jpg,107,0.42822,1341,1281,1725,1657
VAIPE_P_165_5.jpg,107,0.42188,2117,1305,2827,2159
VAIPE_P_165_6.jpg,107,0.43994,1667,1445,2102,2169
VAIPE_P_165_6.jpg,107,0.41553,1716,1162,2054,1511
VAIPE_P_156_14.jpg,0,0.45703,1152,1198,1603,1677
VAIPE_P_156_14.jpg,0,0.44312,1672,1119,2008,1728
VAIPE_P_156_14.jpg,0,0.43896,1365,1025,1619,1224
VAIPE_P_156_14.jpg,0,0.00164,3706,993,4032,2226
VAIPE_P_156_13.jpg,0,0.43359,1209,1067,1574,1573
VAIPE_P_156_13.jpg,0,0.43018,1538,1069,1891,1732
VAIPE_P_156_13.jpg,0,0.4187,1069,940,1344,1171
VAIPE_P_165_7.jpg,107,0.44043,1739,997,2478,1541
VAIPE_P_165_7.jpg,107,0.43359,1492,1210,1807,1529
VAIPE_P_156_11.jpg,0,0.4502,1844,1248,2207,1841
VAIPE_P_156_11.jpg,0,0.4436,1655,1106,2016,1612
VAIPE_P_156_11.jpg,0,0.43262,1623,812,1884,1058
VAIPE_P_165_8.jpg,107,0.43848,1878,742,2545,1475
VAIPE_P_165_8.jpg,107,0.41968,2499,1112,2827,1446
VAIPE_P_165_9.jpg,107,0.43066,1693,1067,2148,1783
VAIPE_P_165_9.jpg,107,0.4209,1464,1432,1753,1749
VAIPE_P_166_11.jpg,107,0.46094,1971,1048,2323,1493
VAIPE_P_166_11.jpg,107,0.44238,1699,881,2001,1173
VAIPE_P_166_11.jpg,107,0.43848,2165,1266,2404,1520
VAIPE_P_155_9.jpg,107,0.46387,989,911,1568,1641
VAIPE_P_155_9.jpg,107,0.46143,1902,902,2369,1546
VAIPE_P_155_9.jpg,107,0.45874,1303,1377,1672,2169
VAIPE_P_155_8.jpg,107,0.44849,1024,1483,1843,2233
VAIPE_P_155_8.jpg,107,0.44727,1378,600,2310,1073
VAIPE_P_155_8.jpg,107,0.44312,1791,1443,2542,1959
VAIPE_P_166_13.jpg,107,0.43994,1126,921,1443,1243
VAIPE_P_166_13.jpg,107,0.43628,1351,1176,1792,1562
VAIPE_P_166_13.jpg,107,0.41504,1585,1394,1852,1613
VAIPE_P_155_6.jpg,107,0.46606,2473,1299,2990,1905
VAIPE_P_155_6.jpg,107,0.4624,1798,875,2344,1604
VAIPE_P_155_6.jpg,107,0.46216,2425,969,2829,1203
VAIPE_P_155_6.jpg,107,0.46216,1258,1260,1850,1985
VAIPE_P_166_2.jpg,107,0.45361,486,395,600,478
VAIPE_P_166_2.jpg,107,0.43359,548,272,650,374
VAIPE_P_166_2.jpg,107,0.43164,452,335,546,432
VAIPE_P_155_4.jpg,107,0.46216,1188,660,1644,1471
VAIPE_P_155_4.jpg,107,0.46143,1456,844,1863,1640
VAIPE_P_155_4.jpg,107,0.45581,1778,797,2144,1465
VAIPE_P_166_5.jpg,107,0.45239,1699,1264,1982,1525
VAIPE_P_166_5.jpg,107,0.44922,1480,1383,1963,1744
VAIPE_P_166_5.jpg,107,0.44751,1590,932,1888,1214
VAIPE_P_166_6.jpg,107,0.43823,1427,834,1763,1109
VAIPE_P_166_6.jpg,107,0.41919,690,760,1038,1034
VAIPE_P_166_6.jpg,107,0.41504,1169,675,1477,1140
VAIPE_P_165_4.jpg,107,0.4502,2226,1198,3028,1633
VAIPE_P_165_4.jpg,107,0.43066,2146,1538,2474,1868
VAIPE_P_167_0.jpg,107,0.44482,2110,1479,2833,1904
VAIPE_P_167_0.jpg,107,0.44189,2113,1127,2860,1597
VAIPE_P_167_0.jpg,107,0.42651,1772,1821,2045,2234
VAIPE_P_165_3.jpg,107,0.44238,1969,1140,2871,1766
VAIPE_P_165_3.jpg,107,0.43896,1329,1548,1707,1930
VAIPE_P_165_19.jpg,107,0.45142,1860,1551,2663,2036
VAIPE_P_165_19.jpg,107,0.43115,1956,2232,2255,2547
VAIPE_P_158_2.jpg,107,0.47192,1568,995,2475,1410
VAIPE_P_158_2.jpg,107,0.46338,1066,1644,1789,2073
VAIPE_P_158_2.jpg,107,0.45728,1429,635,2373,1097
VAIPE_P_158_2.jpg,107,0.45093,1765,1406,2115,2102
VAIPE_P_158_2.jpg,107,0.44946,2354,1342,2679,1644
VAIPE_P_158_2.jpg,107,0.44873,1300,1266,1808,1753
VAIPE_P_158_2.jpg,107,0.43774,2319,1694,2631,2002
VAIPE_P_15_20.jpg,107,0.44189,1735,786,2528,1868
VAIPE_P_15_20.jpg,107,0.43213,1290,71,1998,1014
VAIPE_P_15_20.jpg,107,0.43213,1747,2060,2612,2929
VAIPE_P_15_20.jpg,107,0.36182,2518,591,3219,1498
VAIPE_P_15_21.jpg,107,0.46631,1378,1212,2249,1856
VAIPE_P_15_21.jpg,107,0.46484,1042,284,2264,816
VAIPE_P_15_21.jpg,107,0.46338,2167,2232,2680,2761
VAIPE_P_15_21.jpg,107,0.45972,2749,1176,3148,1575
VAIPE_P_15_21.jpg,107,0.45801,2858,506,3257,908
VAIPE_P_161_23.jpg,0,0.46191,1686,1327,2560,1781
VAIPE_P_161_23.jpg,0,0.46094,928,1684,1701,2596
VAIPE_P_161_23.jpg,0,0.44482,2612,1041,3154,1677
VAIPE_P_161_27.jpg,0,0.44238,1130,1109,1768,1762
VAIPE_P_161_27.jpg,0,0.43896,1569,660,2245,1135
VAIPE_P_161_27.jpg,0,0.43726,2289,1454,3041,1836
VAIPE_P_161_27.jpg,0,0.07782,3929,1672,4032,1848
VAIPE_P_161_35.jpg,0,0.45874,2549,1825,3410,2388
VAIPE_P_161_35.jpg,0,0.45605,2411,1632,3205,2138
VAIPE_P_161_35.jpg,0,0.44116,2600,1180,3125,1737
VAIPE_P_161_35.jpg,0,0.00197,2468,1710,3362,2255
VAIPE_P_163_1.jpg,107,0.46265,1638,1784,2481,2342
VAIPE_P_163_1.jpg,107,0.45776,1931,1197,2552,1803
VAIPE_P_163_1.jpg,107,0.45703,2333,1523,3029,2058
VAIPE_P_163_1.jpg,107,0.45386,1382,721,2175,1259
VAIPE_P_163_1.jpg,107,0.4519,1473,433,2275,1000
VAIPE_P_163_1.jpg,107,0.4519,1410,1260,2217,1906
VAIPE_P_165_0.jpg,107,0.43628,1734,1317,2125,2052
VAIPE_P_165_0.jpg,107,0.41797,1221,1267,1557,1629
VAIPE_P_165_1.jpg,107,0.44995,1977,773,2808,1239
VAIPE_P_165_1.jpg,107,0.43628,2034,1158,2367,1486
VAIPE_P_165_10.jpg,107,0.44385,2046,921,2516,1713
VAIPE_P_165_10.jpg,107,0.43115,1508,1424,1831,1749
VAIPE_P_165_11.jpg,107,0.42285,1609,1153,2041,1936
VAIPE_P_165_11.jpg,107,0.4209,1167,1698,1528,2091
VAIPE_P_165_12.jpg,107,0.43628,2329,1032,2598,1579
VAIPE_P_165_12.jpg,107,0.41699,2121,1124,2360,1363
VAIPE_P_165_13.jpg,107,0.43579,530,1453,978,1879
VAIPE_P_165_13.jpg,107,0.42236,1814,174,2659,836
