image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_2001_522.jpg,11,1,592,3244,916,3568
VAIPE_2001_945.jpg,32,1,520,2679,844,3001
VAIPE_2002_90.jpg,58,1,1182,2930,1362,3254
VAIPE_1194_0.jpg,21,1,350,421,650,579
VAIPE_2001_723.jpg,49,1,2089,2274,2621,2598
VAIPE_2001_723.jpg,63,1,498,884,822,1232
VAIPE_2001_723.jpg,66,1,755,2760,1153,3084
VAIPE_1193_16.jpg,20,1,350,237,650,763
VAIPE_1193_16.jpg,20,1,1050,1237,1350,1763
VAIPE_1193_16.jpg,20,1,1537,2350,2063,2650
VAIPE_2001_341.jpg,71,1,1993,3111,2317,3539
VAIPE_2001_341.jpg,20,1,1618,2632,1942,3202
VAIPE_2000_73.jpg,32,1,1970,1666,2292,1990
VAIPE_2001_508.jpg,39,1,2204,3257,2528,3581
VAIPE_2001_508.jpg,22,1,550,472,874,796
VAIPE_2001_467.jpg,63,1,1552,2073,1900,2397
VAIPE_2001_467.jpg,66,1,442,769,840,1093
VAIPE_2001_467.jpg,86,1,895,3320,1219,3588
VAIPE_2001_668.jpg,94,1,935,3103,1259,3321
VAIPE_2002_231.jpg,11,1,1073,2422,1397,2746
VAIPE_2002_508.jpg,25,1,672,1227,996,1369
VAIPE_1239_13.jpg,66,1,350,317,650,683
VAIPE_1239_13.jpg,66,1,1050,1317,1350,1683
VAIPE_1239_13.jpg,66,1,2300,3017,2600,3383
VAIPE_2002_41.jpg,66,1,2746,2032,3144,2356
VAIPE_2002_41.jpg,25,1,1713,601,1855,925
VAIPE_2002_41.jpg,32,1,1284,2471,1606,2795
VAIPE_1222_14.jpg,49,1,254,350,746,650
VAIPE_1222_14.jpg,49,1,1050,1254,1350,1746
VAIPE_1222_14.jpg,49,1,1650,2254,1950,2746
VAIPE_1212_14.jpg,39,1,350,350,650,650
VAIPE_1212_14.jpg,39,1,2300,3050,2600,3350
VAIPE_2002_223.jpg,0,1,1471,2648,1865,2972
VAIPE_2002_215.jpg,0,1,2775,3220,3099,3614
VAIPE_2002_215.jpg,32,1,443,2435,767,2757
VAIPE_2001_198.jpg,39,1,1387,3159,1711,3483
VAIPE_2001_198.jpg,94,1,1747,2372,1965,2696
VAIPE_2002_338.jpg,86,1,509,3087,777,3411
VAIPE_2001_206.jpg,77,1,2085,3037,2599,3361
VAIPE_2001_206.jpg,94,1,1729,2407,1947,2731
VAIPE_2002_203.jpg,94,1,2506,2265,2830,2483
VAIPE_2002_104.jpg,100,1,1445,982,1769,1298
VAIPE_2001_721.jpg,21,1,1047,953,1219,1277
VAIPE_2002_346.jpg,32,1,2935,2291,3259,2613
VAIPE_2000_22.jpg,66,1,1930,1719,2328,2043
VAIPE_2001_941.jpg,102,1,2174,2922,2498,3134
VAIPE_1195_14.jpg,22,1,350,350,650,650
VAIPE_1195_14.jpg,22,1,1050,1350,1350,1650
VAIPE_1195_14.jpg,22,1,1650,2350,1950,2650
VAIPE_2001_276.jpg,20,1,1362,1934,1932,2258
VAIPE_2001_276.jpg,58,1,2213,2129,2393,2453
VAIPE_1194_6.jpg,21,1,350,421,650,579
VAIPE_1194_6.jpg,21,1,1121,1350,1279,1650
VAIPE_1194_6.jpg,21,1,1650,2421,1950,2579
VAIPE_1194_6.jpg,21,1,2300,3121,2600,3279
VAIPE_2001_730.jpg,88,1,967,2261,1267,2585
VAIPE_2001_183.jpg,53,1,1715,3012,2037,3336
VAIPE_2002_187.jpg,25,1,2275,2779,2599,2921
VAIPE_2002_187.jpg,39,1,696,712,1020,1036
VAIPE_2002_187.jpg,53,1,693,2473,1015,2797
VAIPE_1205_1.jpg,32,1,350,352,650,648
VAIPE_1205_1.jpg,32,1,1052,1350,1348,1650
VAIPE_1205_1.jpg,32,1,1650,2352,1950,2648
VAIPE_2002_124.jpg,22,1,2378,1863,2702,2187
VAIPE_2002_124.jpg,13,1,592,3056,916,3386
VAIPE_2001_763.jpg,49,1,893,2021,1425,2345
VAIPE_2001_623.jpg,11,1,675,2141,999,2465
VAIPE_2000_32.jpg,66,1,1918,1621,2242,2019
VAIPE_1236_8.jpg,63,1,350,340,650,660
VAIPE_1236_8.jpg,63,1,1050,1340,1350,1660
VAIPE_2001_777.jpg,20,1,554,733,878,1303
VAIPE_2001_777.jpg,20,1,484,2001,1054,2325
VAIPE_2002_227.jpg,32,1,1609,2421,1933,2743
VAIPE_2002_56.jpg,94,1,2470,2732,2688,3056
VAIPE_2001_655.jpg,25,1,793,2513,1117,2655
VAIPE_2002_119.jpg,11,1,3285,1962,3609,2286
VAIPE_2002_119.jpg,63,1,1133,1259,1481,1583
VAIPE_2001_259.jpg,88,1,2033,3174,2357,3474
VAIPE_2002_353.jpg,21,1,2350,2674,2674,2846
VAIPE_2002_353.jpg,63,1,1080,477,1404,825
VAIPE_2002_478.jpg,88,1,3134,2731,3458,3031
VAIPE_2002_478.jpg,66,1,815,946,1213,1270
VAIPE_2002_478.jpg,13,1,393,1945,717,2275
VAIPE_1231_17.jpg,58,1,350,417,650,583
VAIPE_1231_17.jpg,58,1,1050,1417,1350,1583
VAIPE_1231_17.jpg,58,1,1717,2350,1883,2650
VAIPE_2001_951.jpg,77,1,434,2391,758,2905
VAIPE_2001_124.jpg,77,1,892,2582,1406,2906
VAIPE_2001_124.jpg,101,1,537,1298,703,1622
VAIPE_2001_124.jpg,22,1,2154,2238,2478,2562
VAIPE_1193_17.jpg,20,1,237,350,763,650
VAIPE_1193_17.jpg,20,1,1650,2237,1950,2763
VAIPE_1193_17.jpg,20,1,2300,2937,2600,3463
VAIPE_2002_205.jpg,42,1,1440,781,2010,1281
VAIPE_2001_648.jpg,66,1,721,2824,1045,3222
VAIPE_2002_275.jpg,11,1,2285,2710,2609,3034
VAIPE_2002_275.jpg,49,1,380,242,704,774
VAIPE_2001_726.jpg,0,1,529,384,923,708
VAIPE_1261_13.jpg,88,1,350,362,650,638
VAIPE_1261_13.jpg,88,1,1062,1350,1338,1650
VAIPE_1261_13.jpg,88,1,1662,2350,1938,2650
VAIPE_1261_13.jpg,88,1,2300,3062,2600,3338
VAIPE_2002_33.jpg,11,1,936,2419,1260,2743
VAIPE_2002_336.jpg,94,1,3020,2399,3344,2617
VAIPE_2002_282.jpg,39,1,3080,2272,3404,2596
VAIPE_2002_282.jpg,66,1,827,3233,1225,3557
VAIPE_2001_366.jpg,42,1,1646,2496,2146,3066
VAIPE_2002_303.jpg,71,1,950,2459,1274,2887
VAIPE_2001_376.jpg,25,1,1743,2199,1885,2523
VAIPE_1261_18.jpg,88,1,350,362,650,638
VAIPE_1261_18.jpg,88,1,2300,3062,2600,3338
VAIPE_2002_0.jpg,42,1,1330,2838,1900,3338
VAIPE_1194_12.jpg,21,1,421,350,579,650
VAIPE_1194_12.jpg,21,1,1050,1421,1350,1579
VAIPE_1194_12.jpg,21,1,1650,2421,1950,2579
VAIPE_1194_12.jpg,21,1,2371,3050,2529,3350
VAIPE_2001_841.jpg,86,1,1553,2761,1877,3029
VAIPE_2001_841.jpg,39,1,799,1241,1123,1565
VAIPE_2002_126.jpg,11,1,2436,2963,2760,3287
VAIPE_2002_126.jpg,101,1,1571,2318,1737,2642
VAIPE_2001_511.jpg,86,1,464,2835,788,3103
VAIPE_1195_19.jpg,22,1,350,350,650,650
VAIPE_2001_477.jpg,0,1,345,2829,739,3153
VAIPE_2001_160.jpg,32,1,2186,2068,2508,2392
VAIPE_1195_3.jpg,22,1,350,350,650,650
VAIPE_1195_3.jpg,22,1,1050,1350,1350,1650
VAIPE_1195_3.jpg,22,1,1650,2350,1950,2650
VAIPE_1195_3.jpg,22,1,2300,3050,2600,3350
VAIPE_2002_320.jpg,0,1,2751,1988,3145,2312
VAIPE_2002_320.jpg,49,1,1440,2422,1972,2746
VAIPE_1222_11.jpg,49,1,350,254,650,746
VAIPE_1222_11.jpg,49,1,954,1350,1446,1650
VAIPE_1222_11.jpg,49,1,1650,2254,1950,2746
VAIPE_1267_12.jpg,94,1,350,399,650,601
VAIPE_1267_12.jpg,94,1,1050,1399,1350,1601
VAIPE_1267_12.jpg,94,1,1650,2399,1950,2601
VAIPE_1267_12.jpg,94,1,2300,3099,2600,3301
VAIPE_2002_140.jpg,0,1,432,2873,826,3197
VAIPE_2001_715.jpg,58,1,701,2681,881,3005
VAIPE_2002_373.jpg,20,1,533,2765,1103,3089
VAIPE_2001_792.jpg,63,1,547,2138,895,2462
VAIPE_2002_440.jpg,88,1,1049,2759,1349,3083
VAIPE_2002_446.jpg,71,1,2630,2178,2954,2606
VAIPE_2002_446.jpg,42,1,1050,292,1620,792
VAIPE_2002_446.jpg,86,1,401,3069,669,3393
VAIPE_2001_442.jpg,71,1,509,2114,937,2438
VAIPE_2001_915.jpg,100,1,820,2835,1144,3151
VAIPE_2001_45.jpg,0,1,1852,3217,2176,3611
VAIPE_2000_69.jpg,39,1,1643,2677,1967,3001
VAIPE_2001_649.jpg,21,1,2147,3250,2319,3574
VAIPE_2001_649.jpg,32,1,780,898,1102,1222
VAIPE_2000_35.jpg,0,1,1454,1703,1848,2027
VAIPE_2001_904.jpg,22,1,537,379,861,703
VAIPE_2001_904.jpg,101,1,954,1960,1278,2126
VAIPE_1186_3.jpg,13,1,350,348,650,652
VAIPE_1186_3.jpg,13,1,1648,2350,1952,2650
VAIPE_2001_949.jpg,11,1,602,3025,926,3349
VAIPE_2002_89.jpg,86,1,1402,732,1670,1056
VAIPE_2002_89.jpg,13,1,681,3013,1011,3337
VAIPE_2001_711.jpg,21,1,1752,3126,2076,3298
VAIPE_2000_65.jpg,21,1,1787,2805,2111,2977
VAIPE_2001_84.jpg,53,1,1524,2710,1848,3032
VAIPE_2001_84.jpg,13,1,1998,2014,2328,2338
VAIPE_2002_113.jpg,20,1,775,2970,1099,3540
VAIPE_2002_49.jpg,21,1,2184,2243,2508,2415
VAIPE_2002_49.jpg,86,1,1331,1043,1599,1367
VAIPE_2002_49.jpg,49,1,381,2639,705,3171
VAIPE_2001_598.jpg,94,1,2093,2316,2417,2534
VAIPE_2001_598.jpg,100,1,718,793,1042,1109
VAIPE_2001_493.jpg,39,1,1730,3098,2054,3422
VAIPE_2001_493.jpg,39,1,974,482,1298,806
VAIPE_2001_245.jpg,71,1,1019,1817,1343,2245
VAIPE_2001_245.jpg,101,1,1054,839,1220,1163
VAIPE_2001_62.jpg,11,1,1998,2109,2322,2433
VAIPE_2001_62.jpg,39,1,631,1208,955,1532
VAIPE_2001_286.jpg,102,1,1577,2614,1901,2826
VAIPE_1184_6.jpg,11,1,350,350,650,650
VAIPE_1184_6.jpg,11,1,2300,3050,2600,3350
VAIPE_2002_36.jpg,71,1,2777,2573,3101,3001
VAIPE_2002_36.jpg,42,1,1364,811,1864,1381
VAIPE_2002_36.jpg,86,1,515,2550,783,2874
VAIPE_2002_479.jpg,53,1,569,3064,893,3386
VAIPE_1193_14.jpg,20,1,350,237,650,763
VAIPE_1193_14.jpg,20,1,937,1350,1463,1650
VAIPE_1193_14.jpg,20,1,2300,2937,2600,3463
VAIPE_1222_10.jpg,49,1,254,350,746,650
VAIPE_1222_10.jpg,49,1,1050,1254,1350,1746
VAIPE_1222_10.jpg,49,1,2300,2954,2600,3446
VAIPE_1231_15.jpg,58,1,417,350,583,650
VAIPE_1231_15.jpg,58,1,1117,1350,1283,1650
VAIPE_1231_15.jpg,58,1,1650,2417,1950,2583
VAIPE_1195_18.jpg,22,1,350,350,650,650
VAIPE_1195_18.jpg,22,1,1650,2350,1950,2650
VAIPE_2001_328.jpg,25,1,1689,3186,1831,3510
VAIPE_2002_511.jpg,0,1,2239,2124,2633,2448
VAIPE_2001_437.jpg,100,1,1865,2906,2181,3230
VAIPE_2001_944.jpg,101,1,959,1236,1125,1560
VAIPE_2001_944.jpg,25,1,1116,2623,1258,2947
VAIPE_2002_341.jpg,88,1,1409,1125,1709,1449
VAIPE_2002_341.jpg,39,1,532,2215,856,2539
VAIPE_2001_426.jpg,32,1,546,1027,870,1349
VAIPE_2001_426.jpg,66,1,2071,1974,2469,2298
VAIPE_2001_683.jpg,13,1,1772,1869,2096,2199
VAIPE_2001_788.jpg,86,1,598,1185,866,1509
VAIPE_2001_898.jpg,77,1,1659,3209,1983,3723
VAIPE_2001_898.jpg,77,1,585,2237,909,2751
VAIPE_1250_15.jpg,77,1,350,263,650,737
VAIPE_1250_15.jpg,77,1,2300,2963,2600,3437
VAIPE_2002_133.jpg,32,1,1210,2687,1532,3011
VAIPE_1184_2.jpg,11,1,350,350,650,650
VAIPE_1184_2.jpg,11,1,1050,1350,1350,1650
VAIPE_2001_553.jpg,63,1,345,1918,669,2266
VAIPE_2001_325.jpg,39,1,832,1154,1156,1478
VAIPE_2001_265.jpg,20,1,772,781,1342,1105
VAIPE_2000_59.jpg,49,1,1362,1570,1686,2102
VAIPE_2002_162.jpg,94,1,818,2658,1142,2876
VAIPE_2002_447.jpg,100,1,693,797,1017,1113
VAIPE_2002_447.jpg,86,1,415,3174,683,3498
VAIPE_1250_6.jpg,77,1,350,263,650,737
VAIPE_1250_6.jpg,77,1,1563,2350,2037,2650
VAIPE_2001_128.jpg,100,1,1649,2186,1973,2502
VAIPE_1226_10.jpg,53,1,350,351,650,649
VAIPE_1226_10.jpg,53,1,1050,1351,1350,1649
VAIPE_1226_10.jpg,53,1,1651,2350,1949,2650
VAIPE_1226_10.jpg,53,1,2300,3051,2600,3349
VAIPE_2001_812.jpg,13,1,1735,2108,2065,2432
VAIPE_2001_812.jpg,49,1,609,1272,1141,1596
VAIPE_2001_812.jpg,102,1,878,2591,1202,2803
VAIPE_2001_964.jpg,102,1,2232,2476,2444,2800
VAIPE_2001_964.jpg,11,1,606,2436,930,2760
VAIPE_2001_939.jpg,0,1,2114,2145,2438,2539
VAIPE_2001_445.jpg,58,1,1768,2237,2092,2417
VAIPE_2001_445.jpg,39,1,388,437,712,761
VAIPE_2001_445.jpg,58,1,676,2684,1000,2864
VAIPE_2002_63.jpg,21,1,3058,2174,3230,2498
VAIPE_2002_63.jpg,32,1,1617,1236,1941,1558
VAIPE_2002_63.jpg,21,1,639,2194,811,2518
VAIPE_1184_10.jpg,11,1,350,350,650,650
VAIPE_1184_10.jpg,11,1,1050,1350,1350,1650
VAIPE_1184_10.jpg,11,1,1650,2350,1950,2650
VAIPE_2002_127.jpg,86,1,354,3101,678,3369
VAIPE_2001_604.jpg,53,1,1806,2756,2130,3078
VAIPE_2001_604.jpg,20,1,527,2889,1097,3213
VAIPE_2001_582.jpg,71,1,638,2326,962,2754
VAIPE_2000_7.jpg,88,1,2029,1361,2329,1685
VAIPE_1193_11.jpg,20,1,237,350,763,650
VAIPE_1193_11.jpg,20,1,937,1350,1463,1650
VAIPE_1193_11.jpg,20,1,1650,2237,1950,2763
VAIPE_1193_11.jpg,20,1,2187,3050,2713,3350
VAIPE_2001_748.jpg,71,1,887,2398,1315,2722
VAIPE_2001_619.jpg,101,1,1608,1933,1932,2099
VAIPE_2001_619.jpg,39,1,378,686,702,1010
VAIPE_2001_619.jpg,102,1,784,2235,1108,2447
VAIPE_2001_3.jpg,102,1,1991,1949,2315,2161
VAIPE_1184_3.jpg,11,1,350,350,650,650
VAIPE_2001_393.jpg,42,1,369,2759,939,3259
VAIPE_2001_393.jpg,86,1,1770,2951,2094,3219
VAIPE_2002_514.jpg,77,1,2186,2973,2510,3487
VAIPE_2001_423.jpg,13,1,648,880,972,1210
VAIPE_2001_423.jpg,39,1,1828,3035,2152,3359
VAIPE_2001_855.jpg,58,1,977,2714,1301,2894
VAIPE_2001_975.jpg,86,1,1724,2032,2048,2300
VAIPE_2001_975.jpg,88,1,963,481,1287,781
VAIPE_2001_975.jpg,11,1,452,2298,776,2622
VAIPE_2002_536.jpg,88,1,2769,2505,3093,2805
VAIPE_2002_536.jpg,13,1,724,536,1048,866
VAIPE_2002_536.jpg,42,1,451,3018,1021,3518
VAIPE_2001_806.jpg,102,1,433,2385,645,2709
VAIPE_2001_5.jpg,53,1,1072,3281,1394,3605
VAIPE_2001_5.jpg,21,1,2001,2426,2173,2750
VAIPE_2002_420.jpg,39,1,1332,2976,1656,3300
VAIPE_2001_704.jpg,86,1,870,2876,1138,3200
VAIPE_2001_657.jpg,22,1,700,2401,1024,2725
VAIPE_2002_298.jpg,13,1,1099,1103,1423,1433
VAIPE_2002_298.jpg,77,1,1047,2413,1371,2927
VAIPE_2001_620.jpg,42,1,496,1157,996,1727
VAIPE_2001_620.jpg,66,1,435,2966,759,3364
VAIPE_2001_397.jpg,88,1,870,1149,1194,1449
VAIPE_2001_575.jpg,21,1,1725,2163,1897,2487
VAIPE_2001_575.jpg,49,1,401,2683,725,3215
VAIPE_2002_59.jpg,88,1,2195,2832,2519,3132
VAIPE_2002_59.jpg,13,1,673,628,997,958
VAIPE_1274_9.jpg,101,1,423,350,577,650
VAIPE_1274_9.jpg,101,1,1123,1350,1277,1650
VAIPE_1274_9.jpg,101,1,1650,2423,1950,2577
VAIPE_1184_7.jpg,11,1,350,350,650,650
VAIPE_1184_7.jpg,11,1,2300,3050,2600,3350
VAIPE_1198_7.jpg,25,1,350,434,650,566
VAIPE_1198_7.jpg,25,1,1050,1434,1350,1566
VAIPE_1198_7.jpg,25,1,2300,3134,2600,3266
VAIPE_2001_692.jpg,102,1,1552,3050,1876,3262
VAIPE_2001_692.jpg,0,1,396,1142,720,1536
VAIPE_1195_17.jpg,22,1,350,350,650,650
VAIPE_1195_17.jpg,22,1,1050,1350,1350,1650
VAIPE_1195_17.jpg,22,1,1650,2350,1950,2650
VAIPE_1195_17.jpg,22,1,2300,3050,2600,3350
VAIPE_2001_991.jpg,25,1,433,2805,757,2947
VAIPE_2001_999.jpg,100,1,343,804,659,1128
VAIPE_1259_9.jpg,86,1,377,350,623,650
VAIPE_1259_9.jpg,86,1,1050,1377,1350,1623
VAIPE_1259_9.jpg,86,1,1650,2377,1950,2623
VAIPE_1259_9.jpg,86,1,2300,3077,2600,3323
VAIPE_1261_3.jpg,88,1,350,362,650,638
VAIPE_1261_3.jpg,88,1,1662,2350,1938,2650
VAIPE_2001_364.jpg,101,1,1943,2971,2109,3295
VAIPE_2001_364.jpg,71,1,2001,2998,2429,3322
VAIPE_2001_7.jpg,102,1,1009,3298,1333,3510
VAIPE_1193_19.jpg,20,1,237,350,763,650
VAIPE_1193_19.jpg,20,1,2300,2937,2600,3463
VAIPE_2001_465.jpg,66,1,457,3127,855,3451
VAIPE_2002_42.jpg,63,1,3086,2268,3434,2592
VAIPE_2002_42.jpg,22,1,1338,1073,1662,1397
VAIPE_2002_42.jpg,88,1,1220,2090,1544,2390
VAIPE_2001_184.jpg,20,1,504,3038,1074,3362
VAIPE_2001_184.jpg,25,1,2049,1988,2191,2312
VAIPE_1275_9.jpg,102,1,350,402,650,598
VAIPE_1275_9.jpg,102,1,1650,2402,1950,2598
VAIPE_2002_457.jpg,63,1,3150,2791,3498,3115
VAIPE_2002_457.jpg,53,1,943,1189,1265,1513
VAIPE_2002_457.jpg,77,1,1109,2063,1433,2577
VAIPE_2001_829.jpg,58,1,767,2640,1091,2820
VAIPE_2001_652.jpg,100,1,2192,2530,2516,2846
VAIPE_2001_652.jpg,63,1,967,502,1291,850
VAIPE_1239_18.jpg,66,1,350,317,650,683
VAIPE_1239_18.jpg,66,1,1050,1317,1350,1683
VAIPE_1239_18.jpg,66,1,1650,2317,1950,2683
VAIPE_1239_18.jpg,66,1,2267,3050,2633,3350
VAIPE_2002_435.jpg,21,1,3379,2260,3551,2584
VAIPE_2002_435.jpg,25,1,671,3089,995,3231
VAIPE_1259_8.jpg,86,1,377,350,623,650
VAIPE_1259_8.jpg,86,1,1050,1377,1350,1623
VAIPE_1212_5.jpg,39,1,350,350,650,650
VAIPE_1212_5.jpg,39,1,1050,1350,1350,1650
VAIPE_1212_5.jpg,39,1,2300,3050,2600,3350
VAIPE_2002_8.jpg,94,1,2564,2084,2888,2302
VAIPE_2002_8.jpg,39,1,1221,3077,1545,3401
VAIPE_2002_421.jpg,21,1,2247,3069,2419,3393
VAIPE_2002_421.jpg,49,1,823,381,1147,913
VAIPE_2001_771.jpg,100,1,671,708,987,1032
VAIPE_2001_199.jpg,101,1,545,2196,711,2520
VAIPE_2001_199.jpg,88,1,1572,2654,1872,2978
VAIPE_2002_3.jpg,86,1,2181,2763,2449,3087
VAIPE_2002_3.jpg,20,1,1439,485,1763,1055
VAIPE_2001_484.jpg,13,1,365,2452,695,2776
VAIPE_2001_959.jpg,49,1,445,381,977,705
VAIPE_1275_18.jpg,102,1,350,402,650,598
VAIPE_2001_110.jpg,102,1,637,3262,849,3586
VAIPE_2001_110.jpg,32,1,1976,1878,2298,2202
VAIPE_1273_1.jpg,100,1,350,354,650,646
VAIPE_1273_1.jpg,100,1,1054,1350,1346,1650
VAIPE_1273_1.jpg,100,1,1654,2350,1946,2650
VAIPE_1273_1.jpg,100,1,2300,3054,2600,3346
VAIPE_2002_100.jpg,100,1,1466,692,1782,1016
VAIPE_2002_100.jpg,0,1,1326,2655,1650,3049
VAIPE_2001_834.jpg,58,1,641,2329,821,2653
VAIPE_2001_421.jpg,101,1,1575,2822,1899,2988
VAIPE_2002_268.jpg,13,1,3236,1869,3560,2199
VAIPE_2001_53.jpg,86,1,2249,3242,2517,3566
VAIPE_2001_517.jpg,32,1,896,970,1220,1292
VAIPE_2001_517.jpg,63,1,898,3222,1246,3546
VAIPE_2002_62.jpg,86,1,806,2652,1130,2920
VAIPE_2001_527.jpg,42,1,437,767,1007,1267
VAIPE_2002_444.jpg,42,1,787,714,1357,1214
VAIPE_2002_444.jpg,77,1,328,3021,842,3345
VAIPE_2001_69.jpg,86,1,1773,3063,2097,3331
VAIPE_2002_488.jpg,94,1,2703,2397,3027,2615
VAIPE_2001_71.jpg,21,1,570,2993,742,3317
VAIPE_2000_6.jpg,21,1,1960,2957,2132,3281
VAIPE_2001_981.jpg,88,1,1033,1120,1333,1444
VAIPE_1186_17.jpg,13,1,348,350,652,650
VAIPE_1186_17.jpg,13,1,1048,1350,1352,1650
VAIPE_1186_17.jpg,13,1,2300,3048,2600,3352
VAIPE_2000_97.jpg,49,1,1964,1648,2288,2180
VAIPE_2001_963.jpg,100,1,2088,2595,2404,2919
VAIPE_2001_606.jpg,21,1,815,2687,1139,2859
VAIPE_2001_987.jpg,20,1,2196,2953,2520,3523
VAIPE_1173_4.jpg,0,1,350,318,650,682
VAIPE_1173_4.jpg,0,1,1018,1350,1382,1650
VAIPE_1173_4.jpg,0,1,1618,2350,1982,2650
VAIPE_2001_993.jpg,66,1,463,322,787,720
VAIPE_2001_25.jpg,102,1,1555,3265,1767,3589
VAIPE_2001_25.jpg,101,1,826,442,992,766
VAIPE_1259_5.jpg,86,1,377,350,623,650
VAIPE_1259_5.jpg,86,1,1077,1350,1323,1650
VAIPE_1259_5.jpg,86,1,1677,2350,1923,2650
VAIPE_1259_5.jpg,86,1,2327,3050,2573,3350
VAIPE_2001_350.jpg,88,1,460,1301,760,1625
VAIPE_2001_350.jpg,94,1,2130,2903,2348,3227
VAIPE_2001_593.jpg,13,1,2237,2993,2561,3323
VAIPE_2002_101.jpg,58,1,1259,2433,1439,2757
VAIPE_2001_70.jpg,102,1,790,1087,1002,1411
VAIPE_2001_70.jpg,71,1,2042,3247,2366,3675
VAIPE_2002_489.jpg,20,1,2152,2288,2476,2858
VAIPE_2001_515.jpg,39,1,396,2600,720,2924
VAIPE_2001_828.jpg,32,1,761,2174,1085,2496
VAIPE_1194_16.jpg,21,1,350,421,650,579
VAIPE_1194_16.jpg,21,1,1050,1421,1350,1579
VAIPE_2001_728.jpg,25,1,1957,3051,2099,3375
VAIPE_2001_728.jpg,58,1,908,2031,1232,2211
VAIPE_2002_344.jpg,21,1,1084,1177,1408,1349
VAIPE_2002_344.jpg,101,1,1453,1989,1777,2155
VAIPE_1194_9.jpg,21,1,421,350,579,650
VAIPE_1194_9.jpg,21,1,1121,1350,1279,1650
