,image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
67,VAIPE_P_0_1.jpg,90,1.17e-06,2331,2948,3024,3851
68,VAIPE_P_0_1.jpg,91,1.17e-06,2331,2948,3024,3851
69,VAIPE_P_0_2.jpg,10,0.94727,1255,1881,1692,2673
70,VAIPE_P_0_2.jpg,10,0.94678,799,2098,1349,2925
71,VAIPE_P_0_2.jpg,99,0.94531,970,2610,1648,3219
72,VAIPE_P_0_2.jpg,8,0.93701,1606,1904,1892,2451
73,VAIPE_P_0_2.jpg,10,0.30078,1600,1894,1900,2474
74,VAIPE_P_0_2.jpg,89,0.01968,967,2612,1645,3213
75,VAIPE_P_0_2.jpg,89,0.01668,2572,1967,3024,2692
76,VAIPE_P_0_2.jpg,107,0.00166,2384,1980,2656,2283
77,VAIPE_P_0_2.jpg,99,0.00155,1596,1890,1907,2474
78,VAIPE_P_0_2.jpg,91,0.00143,968,2610,1648,3211
79,VAIPE_P_0_2.jpg,107,0.00113,1600,1894,1900,2474
80,VAIPE_P_0_2.jpg,82,0.00094727,1255,1881,1692,2673
81,VAIPE_P_0_2.jpg,82,0.0009467799999999999,799,2098,1349,2925
82,VAIPE_P_0_2.jpg,89,0.00094531,970,2610,1648,3219
83,VAIPE_P_0_2.jpg,99,0.00094531,970,2610,1648,3219
84,VAIPE_P_0_2.jpg,90,0.00094531,970,2610,1648,3219
85,VAIPE_P_0_2.jpg,91,0.00094531,970,2610,1648,3219
86,VAIPE_P_0_2.jpg,82,0.00030078,1600,1894,1900,2474
87,VAIPE_P_0_2.jpg,99,1.968e-05,967,2612,1645,3213
88,VAIPE_P_0_2.jpg,90,1.968e-05,967,2612,1645,3213
89,VAIPE_P_0_2.jpg,91,1.968e-05,967,2612,1645,3213
90,VAIPE_P_0_2.jpg,99,1.668e-05,2572,1967,3024,2692
91,VAIPE_P_0_2.jpg,90,1.668e-05,2572,1967,3024,2692
92,VAIPE_P_0_2.jpg,91,1.668e-05,2572,1967,3024,2692
93,VAIPE_P_0_2.jpg,89,1.55e-06,1596,1890,1907,2474
94,VAIPE_P_0_2.jpg,99,1.55e-06,1596,1890,1907,2474
95,VAIPE_P_0_2.jpg,90,1.55e-06,1596,1890,1907,2474
96,VAIPE_P_0_2.jpg,91,1.55e-06,1596,1890,1907,2474
97,VAIPE_P_0_2.jpg,99,1.43e-06,968,2610,1648,3211
98,VAIPE_P_0_2.jpg,90,1.43e-06,968,2610,1648,3211
99,VAIPE_P_0_2.jpg,89,1.43e-06,968,2610,1648,3211
100,VAIPE_P_0_3.jpg,10,0.95752,849,2113,1473,2902
101,VAIPE_P_0_3.jpg,10,0.95508,1905,1437,2539,2184
102,VAIPE_P_0_3.jpg,99,0.93799,1175,1983,1765,2623
103,VAIPE_P_0_3.jpg,89,0.89746,1170,1980,1772,2623
104,VAIPE_P_0_3.jpg,91,0.00386,1171,1991,1773,2621
105,VAIPE_P_0_3.jpg,107,0.00138,1171,1991,1773,2621
106,VAIPE_P_0_3.jpg,82,0.00095752,849,2113,1473,2902
107,VAIPE_P_0_3.jpg,82,0.0009550800000000001,1905,1437,2539,2184
108,VAIPE_P_0_3.jpg,89,0.00093799,1175,1983,1765,2623
109,VAIPE_P_0_3.jpg,99,0.00093799,1175,1983,1765,2623
110,VAIPE_P_0_3.jpg,90,0.00093799,1175,1983,1765,2623
111,VAIPE_P_0_3.jpg,91,0.00093799,1175,1983,1765,2623
112,VAIPE_P_0_3.jpg,99,0.0008974600000000001,1170,1980,1772,2623
113,VAIPE_P_0_3.jpg,90,0.0008974600000000001,1170,1980,1772,2623
114,VAIPE_P_0_3.jpg,91,0.0008974600000000001,1170,1980,1772,2623
115,VAIPE_P_0_3.jpg,99,3.86e-06,1171,1991,1773,2621
116,VAIPE_P_0_3.jpg,90,3.86e-06,1171,1991,1773,2621
117,VAIPE_P_0_3.jpg,89,3.86e-06,1171,1991,1773,2621
118,VAIPE_P_0_3.jpg,89,1.38e-06,1171,1991,1773,2621
119,VAIPE_P_0_3.jpg,99,1.38e-06,1171,1991,1773,2621
120,VAIPE_P_0_3.jpg,90,1.38e-06,1171,1991,1773,2621
121,VAIPE_P_0_3.jpg,91,1.38e-06,1171,1991,1773,2621
40540,VAIPE_P_0_4.jpg,107,0.48022,1564,1862,1976,2255
40541,VAIPE_P_0_4.jpg,107,0.47583,2021,2059,2386,2636
40542,VAIPE_P_0_4.jpg,107,0.47485,1741,2224,2255,3043
40543,VAIPE_P_0_4.jpg,107,0.46533,1337,1472,1971,1871
40544,VAIPE_P_0_4.jpg,107,0.46533,1193,2740,1699,3631
40545,VAIPE_P_0_4.jpg,107,0.46216,1380,2352,1795,2764
40546,VAIPE_P_0_5.jpg,107,0.43726,237,1981,931,2587
40547,VAIPE_P_0_5.jpg,107,0.42407,1554,2703,2024,3333
40548,VAIPE_P_0_5.jpg,107,0.42188,1629,1908,2514,2757
40549,VAIPE_P_0_5.jpg,107,0.4104,1094,2197,1585,2692
40550,VAIPE_P_0_5.jpg,107,0.39795,648,834,1283,1751
40551,VAIPE_P_0_5.jpg,107,0.39038,1518,1144,2035,1667
122,VAIPE_P_0_5.jpg,107,0.01776,1619,2766,1959,3286
123,VAIPE_P_0_5.jpg,89,0.00499,2232,1916,2984,3259
124,VAIPE_P_0_5.jpg,107,0.00202,1667,1983,2472,2713
125,VAIPE_P_0_5.jpg,107,0.00181,2044,1671,2375,2074
126,VAIPE_P_0_5.jpg,107,0.00127,1603,1248,1958,1608
127,VAIPE_P_0_5.jpg,107,0.00116,2119,1972,3005,3207
128,VAIPE_P_0_5.jpg,107,0.00115,1958,1744,2314,2065
40552,VAIPE_P_0_5.jpg,107,0.00113,1497,1115,2148,1764
129,VAIPE_P_0_5.jpg,107,0.00107,1605,2780,1973,3280
130,VAIPE_P_0_5.jpg,99,4.99e-06,2232,1916,2984,3259
131,VAIPE_P_0_5.jpg,90,4.99e-06,2232,1916,2984,3259
132,VAIPE_P_0_5.jpg,91,4.99e-06,2232,1916,2984,3259
40553,VAIPE_P_0_6.jpg,107,0.45288,340,1936,1172,2719
40554,VAIPE_P_0_6.jpg,107,0.44995,1244,2752,1842,3640
40555,VAIPE_P_0_6.jpg,107,0.44727,866,1268,1795,2234
40556,VAIPE_P_0_6.jpg,107,0.43408,1832,2058,2684,2773
133,VAIPE_P_0_6.jpg,107,0.00216,1209,2728,1889,3668
134,VAIPE_P_100_0.jpg,43,0.9502,1717,1858,2521,2629
135,VAIPE_P_100_0.jpg,91,0.94678,926,1906,1607,2473
136,VAIPE_P_100_0.jpg,91,0.94189,1143,2348,1791,2985
137,VAIPE_P_100_0.jpg,43,0.93799,1081,1528,2025,1947
138,VAIPE_P_100_0.jpg,99,0.0009467799999999999,926,1906,1607,2473
139,VAIPE_P_100_0.jpg,90,0.0009467799999999999,926,1906,1607,2473
140,VAIPE_P_100_0.jpg,89,0.0009467799999999999,926,1906,1607,2473
141,VAIPE_P_100_0.jpg,88,0.0009467799999999999,926,1906,1607,2473
142,VAIPE_P_100_0.jpg,99,0.00094189,1143,2348,1791,2985
143,VAIPE_P_100_0.jpg,90,0.00094189,1143,2348,1791,2985
144,VAIPE_P_100_0.jpg,89,0.00094189,1143,2348,1791,2985
145,VAIPE_P_100_0.jpg,88,0.00094189,1143,2348,1791,2985
40557,VAIPE_P_100_1.jpg,107,0.47168,1564,1987,1919,2606
40558,VAIPE_P_100_1.jpg,107,0.46997,1278,1664,1712,2245
40559,VAIPE_P_100_1.jpg,107,0.46924,1741,1823,2154,2436
40560,VAIPE_P_100_1.jpg,107,0.45923,912,1840,1314,2236
40561,VAIPE_P_100_1.jpg,107,0.45386,716,2152,1675,2690
40562,VAIPE_P_100_1.jpg,107,0.44873,931,2520,1389,2993
146,VAIPE_P_100_1.jpg,107,0.00888,943,2520,1384,2984
40563,VAIPE_P_100_2.jpg,107,0.47046,1313,2657,1706,3057
40564,VAIPE_P_100_2.jpg,107,0.46826,1409,2016,1663,2492
40565,VAIPE_P_100_2.jpg,107,0.46802,1703,2477,2202,2980
40566,VAIPE_P_100_2.jpg,107,0.46655,1052,2084,1439,2462
40567,VAIPE_P_100_2.jpg,107,0.46313,1625,2219,1939,2533
40568,VAIPE_P_100_2.jpg,107,0.45923,1093,2462,1431,2789
147,VAIPE_P_100_2.jpg,107,0.00478,1704,2464,2240,2993
40145,VAIPE_P_100_3.jpg,107,0.44482,2356,304,3310,1200
40146,VAIPE_P_100_3.jpg,107,0.43481,2583,1226,3322,1936
40147,VAIPE_P_100_3.jpg,107,0.43311,1958,1669,2894,2942
40148,VAIPE_P_100_3.jpg,107,0.42236,968,377,2123,1328
148,VAIPE_P_101_0.jpg,43,0.93652,439,593,1369,1370
149,VAIPE_P_101_0.jpg,91,0.93457,692,1310,1473,1894
150,VAIPE_P_101_0.jpg,43,0.93262,435,2035,1424,2644
151,VAIPE_P_101_0.jpg,89,0.00235,2044,2815,2523,3106
152,VAIPE_P_101_0.jpg,99,0.00093457,692,1310,1473,1894
153,VAIPE_P_101_0.jpg,90,0.00093457,692,1310,1473,1894
154,VAIPE_P_101_0.jpg,89,0.00093457,692,1310,1473,1894
155,VAIPE_P_101_0.jpg,88,0.00093457,692,1310,1473,1894
156,VAIPE_P_101_0.jpg,99,2.35e-06,2044,2815,2523,3106
157,VAIPE_P_101_0.jpg,90,2.35e-06,2044,2815,2523,3106
158,VAIPE_P_101_0.jpg,91,2.35e-06,2044,2815,2523,3106
159,VAIPE_P_101_0.jpg,88,2.35e-06,2044,2815,2523,3106
160,VAIPE_P_102_0.jpg,43,0.90723,1129,1594,2144,2056
161,VAIPE_P_102_0.jpg,43,0.90674,783,2183,1763,2683
162,VAIPE_P_103_0.jpg,91,0.96143,547,2305,1350,2997
163,VAIPE_P_103_0.jpg,91,0.93115,1491,2139,2309,2698
164,VAIPE_P_103_0.jpg,30,0.92236,1244,2829,1607,3216
165,VAIPE_P_103_0.jpg,107,0.0835,0,2133,147,3238
166,VAIPE_P_103_0.jpg,107,0.07214,0,2137,143,3285
167,VAIPE_P_103_0.jpg,89,0.0267,0,2137,143,3285
168,VAIPE_P_103_0.jpg,107,0.02174,0,2240,144,3255
169,VAIPE_P_103_0.jpg,107,0.01447,0,2137,143,3285
170,VAIPE_P_103_0.jpg,107,0.00802,0,2040,144,3283
171,VAIPE_P_103_0.jpg,91,0.00711,0,2146,120,3281
172,VAIPE_P_103_0.jpg,107,0.00552,0,2137,143,3285
173,VAIPE_P_103_0.jpg,107,0.00323,0,2163,144,3259
174,VAIPE_P_103_0.jpg,91,0.00239,0,2419,141,3236
175,VAIPE_P_103_0.jpg,107,0.00202,0,2137,143,3285
176,VAIPE_P_103_0.jpg,107,0.00198,0,2240,144,3255
177,VAIPE_P_103_0.jpg,107,0.00196,0,2163,144,3259
178,VAIPE_P_103_0.jpg,107,0.0018,0,2163,144,3259
179,VAIPE_P_103_0.jpg,107,0.00169,0,2137,143,3285
180,VAIPE_P_103_0.jpg,107,0.00162,0,2137,143,3285
181,VAIPE_P_103_0.jpg,107,0.00155,0,2133,147,3238
182,VAIPE_P_103_0.jpg,107,0.00144,0,2163,144,3259
183,VAIPE_P_103_0.jpg,107,0.00125,0,2163,144,3259
184,VAIPE_P_103_0.jpg,30,0.00119,0,2894,128,3229
185,VAIPE_P_103_0.jpg,107,0.00119,0,2378,125,3255
186,VAIPE_P_103_0.jpg,107,0.00109,0,2133,147,3238
187,VAIPE_P_103_0.jpg,107,0.00107,0,2137,143,3285
188,VAIPE_P_103_0.jpg,99,0.00107,0,2137,143,3285
189,VAIPE_P_103_0.jpg,99,0.00096143,547,2305,1350,2997
190,VAIPE_P_103_0.jpg,90,0.00096143,547,2305,1350,2997
191,VAIPE_P_103_0.jpg,89,0.00096143,547,2305,1350,2997
192,VAIPE_P_103_0.jpg,99,0.0009311500000000001,1491,2139,2309,2698
193,VAIPE_P_103_0.jpg,90,0.0009311500000000001,1491,2139,2309,2698
194,VAIPE_P_103_0.jpg,89,0.0009311500000000001,1491,2139,2309,2698
195,VAIPE_P_103_0.jpg,99,2.6700000000000002e-05,0,2137,143,3285
196,VAIPE_P_103_0.jpg,90,2.6700000000000002e-05,0,2137,143,3285
197,VAIPE_P_103_0.jpg,91,2.6700000000000002e-05,0,2137,143,3285
198,VAIPE_P_103_0.jpg,99,7.1100000000000005e-06,0,2146,120,3281
199,VAIPE_P_103_0.jpg,90,7.1100000000000005e-06,0,2146,120,3281
200,VAIPE_P_103_0.jpg,89,7.1100000000000005e-06,0,2146,120,3281
201,VAIPE_P_103_0.jpg,99,2.3900000000000004e-06,0,2419,141,3236
202,VAIPE_P_103_0.jpg,90,2.3900000000000004e-06,0,2419,141,3236
203,VAIPE_P_103_0.jpg,89,2.3900000000000004e-06,0,2419,141,3236
204,VAIPE_P_103_0.jpg,99,1.98e-06,0,2240,144,3255
205,VAIPE_P_103_0.jpg,90,1.98e-06,0,2240,144,3255
206,VAIPE_P_103_0.jpg,89,1.98e-06,0,2240,144,3255
207,VAIPE_P_103_0.jpg,91,1.98e-06,0,2240,144,3255
208,VAIPE_P_103_0.jpg,89,1.6900000000000001e-06,0,2137,143,3285
209,VAIPE_P_103_0.jpg,99,1.6900000000000001e-06,0,2137,143,3285
210,VAIPE_P_103_0.jpg,90,1.6900000000000001e-06,0,2137,143,3285
211,VAIPE_P_103_0.jpg,91,1.6900000000000001e-06,0,2137,143,3285
212,VAIPE_P_103_0.jpg,89,1.25e-06,0,2163,144,3259
213,VAIPE_P_103_0.jpg,99,1.25e-06,0,2163,144,3259
214,VAIPE_P_103_0.jpg,90,1.25e-06,0,2163,144,3259
215,VAIPE_P_103_0.jpg,91,1.25e-06,0,2163,144,3259
216,VAIPE_P_103_0.jpg,89,1.07e-06,0,2137,143,3285
217,VAIPE_P_103_0.jpg,99,1.07e-06,0,2137,143,3285
218,VAIPE_P_103_0.jpg,90,1.07e-06,0,2137,143,3285
219,VAIPE_P_103_0.jpg,91,1.07e-06,0,2137,143,3285
220,VAIPE_P_103_1.jpg,91,0.93408,3148,1421,3904,2042
221,VAIPE_P_103_1.jpg,91,0.91846,2119,1948,2851,2485
222,VAIPE_P_103_1.jpg,30,0.88184,2855,1470,3191,1803
223,VAIPE_P_103_1.jpg,107,0.00986,2857,1462,3193,1808
224,VAIPE_P_103_1.jpg,107,0.0069,2857,1462,3193,1808
225,VAIPE_P_103_1.jpg,107,0.00645,2857,1472,3188,1801
226,VAIPE_P_103_1.jpg,107,0.00626,2853,1459,3193,1809
227,VAIPE_P_103_1.jpg,107,0.00173,2857,1472,3188,1801
228,VAIPE_P_103_1.jpg,107,0.00148,2855,1449,3203,1808
229,VAIPE_P_103_1.jpg,107,0.00129,2849,1453,3197,1817
230,VAIPE_P_103_1.jpg,107,0.00125,2855,1449,3203,1808
231,VAIPE_P_103_1.jpg,107,0.00123,2855,1449,3203,1808
232,VAIPE_P_103_1.jpg,107,0.00116,2851,1460,3195,1812
233,VAIPE_P_103_1.jpg,99,0.00093408,3148,1421,3904,2042
234,VAIPE_P_103_1.jpg,90,0.00093408,3148,1421,3904,2042
235,VAIPE_P_103_1.jpg,89,0.00093408,3148,1421,3904,2042
236,VAIPE_P_103_1.jpg,99,0.0009184600000000001,2119,1948,2851,2485
237,VAIPE_P_103_1.jpg,90,0.0009184600000000001,2119,1948,2851,2485
238,VAIPE_P_103_1.jpg,89,0.0009184600000000001,2119,1948,2851,2485
239,VAIPE_P_103_1.jpg,30,9.86e-06,2857,1462,3193,1808
240,VAIPE_P_103_1.jpg,30,6.9e-06,2857,1462,3193,1808
241,VAIPE_P_103_1.jpg,30,6.26e-06,2853,1459,3193,1809
242,VAIPE_P_103_1.jpg,30,1.29e-06,2849,1453,3197,1817
243,VAIPE_P_103_2.jpg,91,0.9458,2584,1019,3264,1524
244,VAIPE_P_103_2.jpg,30,0.93457,2582,1392,2870,1674
245,VAIPE_P_103_2.jpg,91,0.8584,2085,1537,2636,2144
246,VAIPE_P_103_2.jpg,107,0.01506,2580,1393,2868,1675
40136,VAIPE_P_103_2.jpg,107,0.01137,2088,1533,2432,1924
247,VAIPE_P_103_2.jpg,107,0.00751,2571,1388,2877,1682
248,VAIPE_P_103_2.jpg,107,0.00669,2567,1384,2881,1691
249,VAIPE_P_103_2.jpg,107,0.00494,2582,1394,2870,1674
250,VAIPE_P_103_2.jpg,107,0.00444,2567,1384,2881,1691
251,VAIPE_P_103_2.jpg,91,0.00396,2210,1698,2644,2144
252,VAIPE_P_103_2.jpg,107,0.00353,2580,1385,2872,1675
253,VAIPE_P_103_2.jpg,91,0.00344,2041,1502,2494,2121
254,VAIPE_P_103_2.jpg,107,0.0028,2580,1393,2868,1675
255,VAIPE_P_103_2.jpg,107,0.00239,2578,1390,2870,1676
256,VAIPE_P_103_2.jpg,89,0.00225,2087,1536,2647,2151
257,VAIPE_P_103_2.jpg,91,0.00189,2333,1747,2647,2117
258,VAIPE_P_103_2.jpg,107,0.00186,2578,1392,2870,1674
259,VAIPE_P_103_2.jpg,107,0.00131,2565,1381,2883,1691
260,VAIPE_P_103_2.jpg,99,0.0009458,2584,1019,3264,1524
261,VAIPE_P_103_2.jpg,90,0.0009458,2584,1019,3264,1524
262,VAIPE_P_103_2.jpg,89,0.0009458,2584,1019,3264,1524
263,VAIPE_P_103_2.jpg,99,0.0008584,2085,1537,2636,2144
264,VAIPE_P_103_2.jpg,90,0.0008584,2085,1537,2636,2144
265,VAIPE_P_103_2.jpg,89,0.0008584,2085,1537,2636,2144
266,VAIPE_P_103_2.jpg,30,4.440000000000001e-06,2567,1384,2881,1691
267,VAIPE_P_103_2.jpg,99,3.96e-06,2210,1698,2644,2144
268,VAIPE_P_103_2.jpg,90,3.96e-06,2210,1698,2644,2144
269,VAIPE_P_103_2.jpg,89,3.96e-06,2210,1698,2644,2144
270,VAIPE_P_103_2.jpg,99,3.44e-06,2041,1502,2494,2121
271,VAIPE_P_103_2.jpg,90,3.44e-06,2041,1502,2494,2121
272,VAIPE_P_103_2.jpg,89,3.44e-06,2041,1502,2494,2121
273,VAIPE_P_103_2.jpg,30,2.8e-06,2580,1393,2868,1675
274,VAIPE_P_103_2.jpg,99,2.25e-06,2087,1536,2647,2151
275,VAIPE_P_103_2.jpg,90,2.25e-06,2087,1536,2647,2151
276,VAIPE_P_103_2.jpg,91,2.25e-06,2087,1536,2647,2151
277,VAIPE_P_103_2.jpg,99,1.89e-06,2333,1747,2647,2117
278,VAIPE_P_103_2.jpg,90,1.89e-06,2333,1747,2647,2117
279,VAIPE_P_103_2.jpg,89,1.89e-06,2333,1747,2647,2117
280,VAIPE_P_103_2.jpg,30,1.8600000000000002e-06,2578,1392,2870,1674
281,VAIPE_P_103_3.jpg,30,0.95117,1157,2507,1449,2812
282,VAIPE_P_103_3.jpg,91,0.94092,1961,2268,2571,2922
283,VAIPE_P_103_3.jpg,91,0.85498,1026,2023,1649,2526
284,VAIPE_P_103_3.jpg,107,0.00449,1148,2505,1460,2814
285,VAIPE_P_103_3.jpg,107,0.00232,1149,2507,1459,2812
286,VAIPE_P_103_3.jpg,107,0.00183,1148,2505,1460,2814
287,VAIPE_P_103_3.jpg,99,0.00094092,1961,2268,2571,2922
288,VAIPE_P_103_3.jpg,90,0.00094092,1961,2268,2571,2922
289,VAIPE_P_103_3.jpg,89,0.00094092,1961,2268,2571,2922
290,VAIPE_P_103_3.jpg,99,0.00085498,1026,2023,1649,2526
291,VAIPE_P_103_3.jpg,90,0.00085498,1026,2023,1649,2526
292,VAIPE_P_103_3.jpg,89,0.00085498,1026,2023,1649,2526
293,VAIPE_P_103_3.jpg,30,1.83e-06,1148,2505,1460,2814
294,VAIPE_P_103_4.jpg,91,0.93652,934,2094,1526,2739
295,VAIPE_P_103_4.jpg,91,0.93408,1591,1645,2197,2221
296,VAIPE_P_103_4.jpg,107,0.07019,0,2137,161,3208
297,VAIPE_P_103_4.jpg,91,0.02727,0,2335,161,3160
298,VAIPE_P_103_4.jpg,107,0.01848,0,2238,161,3180
299,VAIPE_P_103_4.jpg,89,0.01221,0,2238,161,3180
300,VAIPE_P_103_4.jpg,107,0.00677,0,2159,160,3186
301,VAIPE_P_103_4.jpg,91,0.00492,0,2004,187,3229
302,VAIPE_P_103_4.jpg,107,0.0047,0,2137,161,3208
303,VAIPE_P_103_4.jpg,107,0.00418,0,2137,161,3208
304,VAIPE_P_103_4.jpg,107,0.00402,0,2240,162,3178
305,VAIPE_P_103_4.jpg,107,0.00185,0,2238,161,3180
306,VAIPE_P_103_4.jpg,107,0.00161,0,2240,162,3178
307,VAIPE_P_103_4.jpg,107,0.00128,0,2110,176,3186
308,VAIPE_P_103_4.jpg,107,0.00121,0,2137,161,3208
309,VAIPE_P_103_4.jpg,107,0.0011,0,2137,161,3208
310,VAIPE_P_103_4.jpg,107,0.00102,0,2137,161,3208
311,VAIPE_P_103_4.jpg,99,0.00093652,934,2094,1526,2739
312,VAIPE_P_103_4.jpg,90,0.00093652,934,2094,1526,2739
313,VAIPE_P_103_4.jpg,89,0.00093652,934,2094,1526,2739
314,VAIPE_P_103_4.jpg,99,0.00093408,1591,1645,2197,2221
315,VAIPE_P_103_4.jpg,90,0.00093408,1591,1645,2197,2221
316,VAIPE_P_103_4.jpg,89,0.00093408,1591,1645,2197,2221
317,VAIPE_P_103_4.jpg,99,2.7269999999999998e-05,0,2335,161,3160
318,VAIPE_P_103_4.jpg,90,2.7269999999999998e-05,0,2335,161,3160
319,VAIPE_P_103_4.jpg,89,2.7269999999999998e-05,0,2335,161,3160
320,VAIPE_P_103_4.jpg,99,1.221e-05,0,2238,161,3180
321,VAIPE_P_103_4.jpg,90,1.221e-05,0,2238,161,3180
322,VAIPE_P_103_4.jpg,91,1.221e-05,0,2238,161,3180
323,VAIPE_P_103_4.jpg,99,4.92e-06,0,2004,187,3229
324,VAIPE_P_103_4.jpg,90,4.92e-06,0,2004,187,3229
325,VAIPE_P_103_4.jpg,89,4.92e-06,0,2004,187,3229
326,VAIPE_P_103_4.jpg,89,4.0200000000000005e-06,0,2240,162,3178
327,VAIPE_P_103_4.jpg,99,4.0200000000000005e-06,0,2240,162,3178
328,VAIPE_P_103_4.jpg,90,4.0200000000000005e-06,0,2240,162,3178
329,VAIPE_P_103_4.jpg,91,4.0200000000000005e-06,0,2240,162,3178
330,VAIPE_P_103_5.jpg,91,0.95459,1483,3027,2083,3638
331,VAIPE_P_103_5.jpg,91,0.94678,1274,2838,1848,3431
332,VAIPE_P_103_5.jpg,30,0.9248,1473,2455,1746,2735
