file_name,label,x,y,w,h
VAIPE_1198_18.json,25.0,2300.0,3134.0,300.0,132.0
VAIPE_1198_19.json,25.0,434.0,350.0,132.0,300.0
VAIPE_1198_19.json,25.0,1134.0,1350.0,132.0,300.0
VAIPE_1198_19.json,25.0,2300.0,3134.0,300.0,132.0
VAIPE_1198_2.json,25.0,434.0,350.0,132.0,300.0
VAIPE_1198_2.json,25.0,1050.0,1434.0,300.0,132.0
VAIPE_1198_4.json,25.0,434.0,350.0,132.0,300.0
VAIPE_1198_4.json,25.0,1134.0,1350.0,132.0,300.0
VAIPE_1198_4.json,25.0,1734.0,2350.0,132.0,300.0
VAIPE_1198_4.json,25.0,2384.0,3050.0,132.0,300.0
VAIPE_1198_3.json,25.0,434.0,350.0,132.0,300.0
VAIPE_1198_3.json,25.0,1050.0,1434.0,300.0,132.0
VAIPE_1198_3.json,25.0,1650.0,2434.0,300.0,132.0
VAIPE_1198_3.json,25.0,2384.0,3050.0,132.0,300.0
VAIPE_1198_5.json,25.0,350.0,434.0,300.0,132.0
VAIPE_1198_5.json,25.0,1134.0,1350.0,132.0,300.0
VAIPE_1198_5.json,25.0,1734.0,2350.0,132.0,300.0
VAIPE_1198_5.json,25.0,2384.0,3050.0,132.0,300.0
VAIPE_1198_6.json,25.0,350.0,434.0,300.0,132.0
VAIPE_1198_6.json,25.0,1734.0,2350.0,132.0,300.0
VAIPE_1198_7.json,25.0,350.0,434.0,300.0,132.0
VAIPE_1198_7.json,25.0,1050.0,1434.0,300.0,132.0
VAIPE_1198_7.json,25.0,2300.0,3134.0,300.0,132.0
VAIPE_1198_8.json,25.0,350.0,434.0,300.0,132.0
VAIPE_1198_8.json,25.0,1134.0,1350.0,132.0,300.0
VAIPE_1198_8.json,25.0,1734.0,2350.0,132.0,300.0
VAIPE_1198_9.json,25.0,350.0,434.0,300.0,132.0
VAIPE_1198_9.json,25.0,1650.0,2434.0,300.0,132.0
VAIPE_1198_9.json,25.0,2300.0,3134.0,300.0,132.0
VAIPE_1205_0.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_0.json,32.0,1052.0,1350.0,296.0,300.0
VAIPE_1205_0.json,32.0,1650.0,2352.0,300.0,296.0
VAIPE_1205_0.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1205_1.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_1.json,32.0,1052.0,1350.0,296.0,300.0
VAIPE_1205_1.json,32.0,1650.0,2352.0,300.0,296.0
VAIPE_1205_10.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_10.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_10.json,32.0,2300.0,3052.0,300.0,296.0
VAIPE_1205_12.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_12.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_12.json,32.0,1650.0,2352.0,300.0,296.0
VAIPE_1205_12.json,32.0,2300.0,3052.0,300.0,296.0
VAIPE_1205_11.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_11.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_11.json,32.0,2300.0,3052.0,300.0,296.0
VAIPE_1205_13.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_13.json,32.0,1652.0,2350.0,296.0,300.0
VAIPE_1205_13.json,32.0,2300.0,3052.0,300.0,296.0
VAIPE_1205_14.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_14.json,32.0,1052.0,1350.0,296.0,300.0
VAIPE_1205_14.json,32.0,1652.0,2350.0,296.0,300.0
VAIPE_1205_14.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1205_15.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_16.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_16.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_16.json,32.0,1650.0,2352.0,300.0,296.0
VAIPE_1205_16.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1205_17.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_17.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_17.json,32.0,1650.0,2352.0,300.0,296.0
VAIPE_1205_17.json,32.0,2300.0,3052.0,300.0,296.0
VAIPE_1205_18.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_18.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_2.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_2.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_2.json,32.0,1650.0,2352.0,300.0,296.0
VAIPE_1205_3.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_3.json,32.0,1052.0,1350.0,296.0,300.0
VAIPE_1205_3.json,32.0,1650.0,2352.0,300.0,296.0
VAIPE_1205_3.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1205_19.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_19.json,32.0,1652.0,2350.0,296.0,300.0
VAIPE_1205_19.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1205_4.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_4.json,32.0,1052.0,1350.0,296.0,300.0
VAIPE_1205_4.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1205_6.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_6.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_6.json,32.0,2300.0,3052.0,300.0,296.0
VAIPE_1205_5.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_5.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_5.json,32.0,1650.0,2352.0,300.0,296.0
VAIPE_1205_5.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1205_7.json,32.0,350.0,352.0,300.0,296.0
VAIPE_1205_7.json,32.0,1052.0,1350.0,296.0,300.0
VAIPE_1205_7.json,32.0,2300.0,3052.0,300.0,296.0
VAIPE_1205_8.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_8.json,32.0,1050.0,1352.0,300.0,296.0
VAIPE_1205_8.json,32.0,1652.0,2350.0,296.0,300.0
VAIPE_1205_8.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1205_9.json,32.0,352.0,350.0,296.0,300.0
VAIPE_1205_9.json,32.0,1052.0,1350.0,296.0,300.0
VAIPE_1205_9.json,32.0,2302.0,3050.0,296.0,300.0
VAIPE_1212_0.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_0.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_0.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_1.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_1.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_1.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_11.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_11.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_11.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_10.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_10.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_12.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_14.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_14.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_13.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_13.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_13.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_15.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_15.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_16.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_16.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_16.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_17.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_17.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_18.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_18.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_18.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_18.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_2.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_2.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_2.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_2.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_3.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_19.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_19.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_19.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_19.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_4.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_4.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_4.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_5.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_5.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_5.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_6.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_6.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_6.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_6.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_7.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_7.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_7.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_8.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_8.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1212_8.json,39.0,2300.0,3050.0,300.0,300.0
VAIPE_1212_9.json,39.0,350.0,350.0,300.0,300.0
VAIPE_1212_9.json,39.0,1050.0,1350.0,300.0,300.0
VAIPE_1212_9.json,39.0,1650.0,2350.0,300.0,300.0
VAIPE_1215_0.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_0.json,42.0,950.0,1215.0,500.0,570.0
VAIPE_1215_0.json,42.0,1515.0,2250.0,570.0,500.0
VAIPE_1215_0.json,42.0,2200.0,2915.0,500.0,570.0
VAIPE_1215_1.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_1.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_1.json,42.0,1550.0,2215.0,500.0,570.0
VAIPE_1215_1.json,42.0,2165.0,2950.0,570.0,500.0
VAIPE_1215_10.json,42.0,215.0,250.0,570.0,500.0
VAIPE_1215_10.json,42.0,950.0,1215.0,500.0,570.0
VAIPE_1215_10.json,42.0,1550.0,2215.0,500.0,570.0
VAIPE_1215_11.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_11.json,42.0,950.0,1215.0,500.0,570.0
VAIPE_1215_11.json,42.0,1515.0,2250.0,570.0,500.0
VAIPE_1215_11.json,42.0,2165.0,2950.0,570.0,500.0
VAIPE_1215_12.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_12.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_13.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_13.json,42.0,950.0,1215.0,500.0,570.0
VAIPE_1215_13.json,42.0,1550.0,2215.0,500.0,570.0
VAIPE_1215_15.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_15.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_14.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_14.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_14.json,42.0,1550.0,2215.0,500.0,570.0
VAIPE_1215_16.json,42.0,215.0,250.0,570.0,500.0
VAIPE_1215_16.json,42.0,2200.0,2915.0,500.0,570.0
VAIPE_1215_17.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_17.json,42.0,950.0,1215.0,500.0,570.0
VAIPE_1215_18.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_18.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_18.json,42.0,1515.0,2250.0,570.0,500.0
VAIPE_1215_18.json,42.0,2200.0,2915.0,500.0,570.0
VAIPE_1215_19.json,42.0,215.0,250.0,570.0,500.0
VAIPE_1215_19.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_19.json,42.0,2200.0,2915.0,500.0,570.0
VAIPE_1215_3.json,42.0,215.0,250.0,570.0,500.0
VAIPE_1215_2.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_2.json,42.0,950.0,1215.0,500.0,570.0
VAIPE_1215_2.json,42.0,1550.0,2215.0,500.0,570.0
VAIPE_1215_2.json,42.0,2200.0,2915.0,500.0,570.0
VAIPE_1215_4.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_5.json,42.0,215.0,250.0,570.0,500.0
VAIPE_1215_5.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_5.json,42.0,1515.0,2250.0,570.0,500.0
VAIPE_1215_5.json,42.0,2200.0,2915.0,500.0,570.0
VAIPE_1215_7.json,42.0,215.0,250.0,570.0,500.0
VAIPE_1215_7.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_6.json,42.0,215.0,250.0,570.0,500.0
VAIPE_1215_6.json,42.0,950.0,1215.0,500.0,570.0
VAIPE_1215_6.json,42.0,1515.0,2250.0,570.0,500.0
VAIPE_1215_6.json,42.0,2200.0,2915.0,500.0,570.0
VAIPE_1215_8.json,42.0,250.0,215.0,500.0,570.0
VAIPE_1215_8.json,42.0,2165.0,2950.0,570.0,500.0
VAIPE_1215_9.json,42.0,215.0,250.0,570.0,500.0
VAIPE_1215_9.json,42.0,915.0,1250.0,570.0,500.0
VAIPE_1215_9.json,42.0,2200.0,2915.0,500.0,570.0
VAIPE_1222_0.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_0.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_1.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_1.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_1.json,49.0,1650.0,2254.0,300.0,492.0
VAIPE_1222_10.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_10.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_10.json,49.0,2300.0,2954.0,300.0,492.0
VAIPE_1222_11.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_11.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_11.json,49.0,1650.0,2254.0,300.0,492.0
VAIPE_1222_12.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_12.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_12.json,49.0,1650.0,2254.0,300.0,492.0
VAIPE_1222_12.json,49.0,2300.0,2954.0,300.0,492.0
VAIPE_1222_13.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_13.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_14.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_14.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_14.json,49.0,1650.0,2254.0,300.0,492.0
VAIPE_1222_15.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_15.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_16.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_16.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_16.json,49.0,1650.0,2254.0,300.0,492.0
VAIPE_1222_17.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_18.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_18.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_18.json,49.0,1650.0,2254.0,300.0,492.0
VAIPE_1222_19.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_19.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_19.json,49.0,1554.0,2350.0,492.0,300.0
VAIPE_1222_19.json,49.0,2204.0,3050.0,492.0,300.0
VAIPE_1222_2.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_2.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_3.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_3.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_4.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_4.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_5.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_5.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_5.json,49.0,1554.0,2350.0,492.0,300.0
VAIPE_1222_5.json,49.0,2300.0,2954.0,300.0,492.0
VAIPE_1222_6.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_6.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_6.json,49.0,1650.0,2254.0,300.0,492.0
VAIPE_1222_6.json,49.0,2204.0,3050.0,492.0,300.0
VAIPE_1222_7.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_7.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_7.json,49.0,2300.0,2954.0,300.0,492.0
VAIPE_1222_8.json,49.0,254.0,350.0,492.0,300.0
VAIPE_1222_8.json,49.0,954.0,1350.0,492.0,300.0
VAIPE_1222_8.json,49.0,1650.0,2254.0,300.0,492.0
VAIPE_1222_8.json,49.0,2204.0,3050.0,492.0,300.0
VAIPE_1222_9.json,49.0,350.0,254.0,300.0,492.0
VAIPE_1222_9.json,49.0,1050.0,1254.0,300.0,492.0
VAIPE_1222_9.json,49.0,1554.0,2350.0,492.0,300.0
VAIPE_1226_0.json,53.0,351.0,350.0,298.0,300.0
VAIPE_1226_0.json,53.0,1050.0,1351.0,300.0,298.0
VAIPE_1226_10.json,53.0,350.0,351.0,300.0,298.0
VAIPE_1226_10.json,53.0,1050.0,1351.0,300.0,298.0
VAIPE_1226_10.json,53.0,1651.0,2350.0,298.0,300.0
VAIPE_1226_10.json,53.0,2300.0,3051.0,300.0,298.0
VAIPE_1226_11.json,53.0,350.0,351.0,300.0,298.0
VAIPE_1226_11.json,53.0,1050.0,1351.0,300.0,298.0
VAIPE_1226_11.json,53.0,1650.0,2351.0,300.0,298.0
VAIPE_1226_1.json,53.0,351.0,350.0,298.0,300.0
VAIPE_1226_1.json,53.0,1051.0,1350.0,298.0,300.0
VAIPE_1226_1.json,53.0,1650.0,2351.0,300.0,298.0
VAIPE_1226_1.json,53.0,2300.0,3051.0,300.0,298.0
VAIPE_1226_12.json,53.0,351.0,350.0,298.0,300.0
VAIPE_1226_12.json,53.0,1051.0,1350.0,298.0,300.0
VAIPE_1226_12.json,53.0,1650.0,2351.0,300.0,298.0
VAIPE_1226_14.json,53.0,351.0,350.0,298.0,300.0
VAIPE_1226_14.json,53.0,1050.0,1351.0,300.0,298.0
